,LKW (S),Motorrad (L),PKW (S),Transporter (L),Transporter (S),PKW (L),Motorrad (S),Kleintransporter (S),LKW (L),Kleintransporter (L)
2023-01-03 11:50:00+00:00,0,0,69,0,2,0,0,0,0,0
2023-01-03 12:00:00+00:00,0,0,76,1,5,0,2,0,0,0
2023-01-03 12:10:00+00:00,1,0,73,0,6,0,1,0,0,0
2023-01-03 12:20:00+00:00,0,1,68,0,3,0,3,0,0,0
2023-01-03 12:30:00+00:00,0,0,86,0,12,0,1,0,0,1
2023-01-03 12:40:00+00:00,0,0,93,0,1,0,0,0,0,0
2023-01-03 12:50:00+00:00,0,0,70,0,9,0,1,0,1,0
2023-01-03 13:00:00+00:00,0,0,68,0,6,0,1,0,0,0
2023-01-03 13:10:00+00:00,2,1,80,0,9,0,0,0,0,0
2023-01-03 13:20:00+00:00,1,0,76,0,6,0,0,0,0,0
2023-01-03 13:30:00+00:00,0,0,80,0,10,0,1,0,0,0
2023-01-03 13:40:00+00:00,0,0,82,0,5,0,2,0,0,0
2023-01-03 13:50:00+00:00,0,0,84,0,6,0,1,0,0,0
2023-01-03 14:00:00+00:00,0,0,92,0,4,0,2,0,0,0
2023-01-03 14:10:00+00:00,0,0,90,0,13,1,1,0,0,0
2023-01-03 14:20:00+00:00,0,0,105,0,11,0,0,0,0,0
2023-01-03 14:30:00+00:00,0,0,88,0,6,0,0,0,0,0
2023-01-03 14:40:00+00:00,0,0,103,0,7,0,1,0,0,0
2023-01-03 14:50:00+00:00,0,0,94,0,4,0,1,0,0,0
2023-01-03 15:00:00+00:00,0,0,101,0,5,0,0,0,0,0
2023-01-03 15:10:00+00:00,0,0,126,0,9,0,0,0,0,0
2023-01-03 15:20:00+00:00,0,0,94,0,7,0,1,0,0,0
2023-01-03 15:30:00+00:00,0,0,98,0,13,0,0,0,0,0
2023-01-03 15:40:00+00:00,0,0,106,1,5,0,0,0,0,0
2023-01-03 15:50:00+00:00,0,0,88,0,4,0,0,0,0,0
2023-01-03 16:00:00+00:00,0,0,101,0,7,0,0,0,0,0
2023-01-03 16:10:00+00:00,1,0,115,0,9,0,0,0,0,0
2023-01-03 16:20:00+00:00,0,0,83,0,9,1,0,0,0,0
2023-01-03 16:30:00+00:00,0,0,85,0,7,1,0,0,0,0
2023-01-03 16:40:00+00:00,0,0,75,0,13,0,0,0,0,0
2023-01-03 16:50:00+00:00,0,0,69,0,8,0,0,0,0,0
2023-01-03 17:00:00+00:00,0,0,72,0,11,0,0,1,0,0
2023-01-03 17:10:00+00:00,0,0,73,0,12,0,0,0,0,0
2023-01-03 17:20:00+00:00,0,0,75,1,9,0,0,0,0,0
2023-01-03 17:30:00+00:00,0,0,76,0,8,0,0,0,0,0
2023-01-03 17:40:00+00:00,0,0,54,0,6,0,1,0,0,0
2023-01-03 17:50:00+00:00,0,0,53,0,8,0,0,0,0,0
2023-01-03 18:00:00+00:00,0,0,60,0,7,0,0,0,1,0
2023-01-03 18:10:00+00:00,0,0,48,0,4,1,0,0,0,0
2023-01-03 18:20:00+00:00,0,0,55,0,4,0,0,0,0,0
2023-01-03 18:30:00+00:00,0,0,33,0,3,0,0,0,0,0
2023-01-03 18:40:00+00:00,0,0,46,0,2,0,0,0,0,0
2023-01-03 18:50:00+00:00,0,0,30,0,7,0,0,0,0,0
2023-01-03 19:00:00+00:00,0,0,32,0,6,0,0,0,0,0
2023-01-03 19:10:00+00:00,0,0,30,0,4,0,0,0,0,0
2023-01-03 19:20:00+00:00,0,0,31,0,2,0,0,0,0,0
2023-01-03 19:30:00+00:00,0,0,24,0,6,0,0,0,0,0
2023-01-03 19:40:00+00:00,0,0,32,0,1,0,0,0,0,0
2023-01-03 19:50:00+00:00,0,0,28,0,3,0,0,0,0,0
2023-01-03 20:00:00+00:00,0,0,34,0,2,0,0,0,0,0
2023-01-03 20:10:00+00:00,0,0,36,0,1,0,0,0,0,0
2023-01-03 20:20:00+00:00,0,0,33,0,2,0,0,0,0,0
2023-01-03 20:30:00+00:00,0,0,21,0,4,0,0,0,0,0
2023-01-03 20:40:00+00:00,0,0,33,0,2,0,0,0,0,0
2023-01-03 20:50:00+00:00,0,0,25,0,1,0,0,0,0,0
2023-01-03 21:00:00+00:00,0,0,28,0,4,1,0,0,0,0
2023-01-03 21:10:00+00:00,0,0,24,0,1,0,0,0,0,0
2023-01-03 21:20:00+00:00,0,0,29,0,0,0,0,0,0,0
2023-01-03 21:30:00+00:00,0,0,24,0,1,0,0,0,0,0
2023-01-03 21:40:00+00:00,0,0,10,0,2,0,0,0,0,0
2023-01-03 21:50:00+00:00,0,0,17,0,1,0,0,0,0,0
2023-01-03 22:00:00+00:00,0,0,16,0,1,0,0,0,0,0
2023-01-03 22:10:00+00:00,0,0,11,0,1,0,0,0,0,0
2023-01-03 22:20:00+00:00,0,0,6,0,1,0,0,0,0,0
2023-01-03 22:30:00+00:00,0,0,6,0,3,0,0,0,0,0
2023-01-03 22:40:00+00:00,0,0,12,0,0,0,0,0,0,0
2023-01-03 22:50:00+00:00,0,0,31,1,3,0,0,0,0,0
2023-01-03 23:00:00+00:00,0,0,14,0,1,0,0,0,0,0
2023-01-03 23:10:00+00:00,0,0,10,0,3,0,0,0,1,0
2023-01-03 23:20:00+00:00,0,0,7,0,2,0,0,0,0,0
2023-01-03 23:30:00+00:00,0,0,7,0,2,0,0,0,0,0
2023-01-03 23:40:00+00:00,0,0,4,0,1,0,0,0,0,0
2023-01-03 23:50:00+00:00,0,1,9,0,2,0,0,0,0,0
2023-01-04 00:00:00+00:00,0,0,6,0,0,0,0,0,0,0
2023-01-04 00:10:00+00:00,0,0,7,0,1,0,0,0,0,0
2023-01-04 00:20:00+00:00,0,0,8,0,3,0,0,1,1,0
2023-01-04 00:30:00+00:00,0,0,9,0,1,0,0,0,0,0
2023-01-04 00:40:00+00:00,0,0,9,0,0,0,0,0,0,0
2023-01-04 00:50:00+00:00,0,0,4,0,2,0,0,0,0,0
2023-01-04 01:00:00+00:00,0,0,7,0,0,0,0,0,0,0
2023-01-04 01:10:00+00:00,0,0,2,0,1,0,0,0,0,0
2023-01-04 01:20:00+00:00,0,0,6,0,1,0,0,0,0,0
2023-01-04 01:30:00+00:00,0,0,5,0,0,0,0,0,0,0
2023-01-04 01:40:00+00:00,0,0,7,0,2,0,0,0,0,0
2023-01-04 01:50:00+00:00,0,0,7,0,0,0,0,0,0,0
2023-01-04 02:00:00+00:00,0,0,3,0,1,0,0,0,0,0
2023-01-04 02:10:00+00:00,0,0,9,0,0,0,0,0,0,0
2023-01-04 02:20:00+00:00,0,0,4,0,3,0,0,0,1,0
2023-01-04 02:30:00+00:00,0,0,5,0,1,0,0,0,1,0
2023-01-04 02:40:00+00:00,0,0,11,0,1,0,0,0,0,0
2023-01-04 02:50:00+00:00,0,0,4,0,0,1,0,0,0,0
2023-01-04 03:00:00+00:00,0,0,8,0,3,0,0,0,0,0
2023-01-04 03:10:00+00:00,0,0,10,0,2,0,0,0,0,0
2023-01-04 03:20:00+00:00,0,0,15,1,0,0,0,0,0,0
2023-01-04 03:30:00+00:00,1,0,17,0,0,0,0,0,0,0
2023-01-04 03:40:00+00:00,0,0,13,0,3,1,0,0,0,0
2023-01-04 03:50:00+00:00,0,0,24,0,2,0,0,0,0,0
2023-01-04 04:00:00+00:00,1,0,21,0,4,0,0,0,0,0
2023-01-04 04:10:00+00:00,0,0,36,0,3,0,0,0,0,0
2023-01-04 04:20:00+00:00,0,0,58,0,2,0,0,0,0,0
2023-01-04 04:30:00+00:00,0,0,64,0,1,0,0,0,0,0
2023-01-04 04:40:00+00:00,0,0,69,0,3,0,0,0,0,0
2023-01-04 04:50:00+00:00,0,0,55,0,5,0,0,0,0,0
2023-01-04 05:00:00+00:00,0,0,35,0,3,1,4,0,0,0
2023-01-04 05:10:00+00:00,1,0,59,0,4,1,4,0,0,0
2023-01-04 05:20:00+00:00,0,0,62,0,4,0,2,0,0,0
2023-01-04 05:30:00+00:00,0,0,78,0,1,0,3,0,0,0
2023-01-04 05:40:00+00:00,3,0,87,0,4,1,0,0,0,0
2023-01-04 05:50:00+00:00,0,0,79,0,7,0,0,0,0,0
2023-01-04 06:00:00+00:00,1,0,82,0,6,0,0,1,0,0
2023-01-04 06:10:00+00:00,2,0,86,0,3,1,0,0,0,0
2023-01-04 06:20:00+00:00,1,0,110,0,11,0,0,0,0,0
2023-01-04 06:30:00+00:00,0,0,97,0,4,0,0,0,0,0
2023-01-04 06:40:00+00:00,1,0,86,0,9,0,0,1,1,0
2023-01-04 06:50:00+00:00,1,1,104,0,8,0,0,1,1,0
2023-01-04 07:00:00+00:00,2,0,98,0,9,0,0,0,0,0
2023-01-04 07:10:00+00:00,0,0,76,1,10,1,0,0,0,0
2023-01-04 07:20:00+00:00,1,0,98,0,5,0,1,0,0,0
2023-01-04 07:30:00+00:00,1,0,72,0,4,0,0,0,0,0
2023-01-04 07:40:00+00:00,1,0,88,0,6,1,0,0,0,0
2023-01-04 07:50:00+00:00,2,0,82,0,6,0,0,1,0,0
2023-01-04 08:00:00+00:00,1,0,75,0,9,0,0,0,0,0
2023-01-04 08:10:00+00:00,1,0,78,0,10,0,0,0,0,0
2023-01-04 08:20:00+00:00,0,0,59,0,5,0,0,0,0,0
2023-01-04 08:30:00+00:00,0,0,68,0,6,0,0,0,1,0
2023-01-04 08:40:00+00:00,1,0,84,0,3,0,0,0,0,0
2023-01-04 08:50:00+00:00,1,0,67,0,4,0,1,0,0,0
2023-01-04 09:00:00+00:00,1,0,50,0,5,0,1,1,0,0
2023-01-04 09:10:00+00:00,0,0,79,0,2,0,0,1,0,0
2023-01-04 09:20:00+00:00,1,0,54,0,4,0,0,0,0,0
2023-01-04 09:30:00+00:00,0,0,82,0,3,0,0,0,0,0
2023-01-04 09:40:00+00:00,2,0,68,0,6,0,0,0,1,0
2023-01-04 09:50:00+00:00,3,0,55,0,7,0,0,0,0,0
2023-01-04 10:00:00+00:00,1,0,58,0,5,0,0,0,0,0
2023-01-04 10:10:00+00:00,1,0,56,0,3,0,2,0,0,0
2023-01-04 10:20:00+00:00,0,0,69,0,5,0,0,1,0,0
2023-01-04 10:30:00+00:00,0,0,62,0,6,0,0,0,0,0
2023-01-04 10:40:00+00:00,1,0,71,0,8,1,0,0,0,0
2023-01-04 10:50:00+00:00,2,1,62,0,6,0,0,0,0,0
2023-01-04 11:00:00+00:00,4,0,62,0,4,0,0,0,0,1
2023-01-04 11:10:00+00:00,1,1,82,0,5,0,0,0,0,0
2023-01-04 11:20:00+00:00,0,0,69,0,14,0,2,1,0,0
2023-01-04 11:30:00+00:00,2,0,87,0,5,0,0,0,0,0
2023-01-04 11:40:00+00:00,0,0,74,0,7,0,0,0,0,0
2023-01-04 11:50:00+00:00,0,0,71,0,6,0,0,0,0,0
2023-01-04 12:00:00+00:00,1,0,73,0,8,0,1,0,0,0
2023-01-04 12:10:00+00:00,2,0,71,0,3,0,1,0,0,0
2023-01-04 12:20:00+00:00,1,0,78,0,7,0,1,1,0,0
2023-01-04 12:30:00+00:00,4,0,89,1,8,1,1,1,0,0
2023-01-04 12:40:00+00:00,1,0,69,0,9,0,0,0,0,0
2023-01-04 12:50:00+00:00,1,0,80,0,10,1,0,1,0,0
2023-01-04 13:00:00+00:00,0,0,58,0,4,1,0,0,0,0
2023-01-04 13:10:00+00:00,3,0,57,0,5,0,0,0,0,0
2023-01-04 13:20:00+00:00,1,0,78,0,4,0,0,0,0,0
2023-01-04 13:30:00+00:00,2,0,79,0,2,0,2,0,0,0
2023-01-04 13:40:00+00:00,1,0,94,0,5,0,1,0,0,0
2023-01-04 13:50:00+00:00,0,0,77,0,4,0,5,0,0,0
2023-01-04 14:00:00+00:00,0,0,83,0,3,0,3,0,0,0
2023-01-04 14:10:00+00:00,2,0,112,0,8,0,0,0,0,0
2023-01-04 14:20:00+00:00,2,0,90,0,6,1,0,0,0,0
2023-01-04 14:30:00+00:00,2,0,75,0,3,1,0,1,0,0
2023-01-04 14:40:00+00:00,0,0,82,0,10,1,0,0,0,0
2023-01-04 14:50:00+00:00,0,0,96,0,3,1,0,0,0,0
2023-01-04 15:00:00+00:00,0,0,90,0,5,0,0,0,0,0
2023-01-04 15:10:00+00:00,1,0,111,0,8,0,1,0,0,0
2023-01-04 15:20:00+00:00,1,0,118,0,6,0,0,0,0,0
2023-01-04 15:30:00+00:00,0,0,89,0,4,0,0,0,0,0
2023-01-04 15:40:00+00:00,3,0,113,1,9,0,0,0,0,0
2023-01-04 15:50:00+00:00,4,0,111,0,6,0,0,0,0,0
2023-01-04 16:00:00+00:00,0,0,91,0,6,0,0,0,0,0
2023-01-04 16:10:00+00:00,0,0,112,0,2,0,0,0,0,0
2023-01-04 16:20:00+00:00,2,0,106,0,5,0,0,0,0,0
2023-01-04 16:30:00+00:00,0,0,100,1,8,1,0,0,0,0
2023-01-04 16:40:00+00:00,1,0,90,0,6,0,0,0,0,0
2023-01-04 16:50:00+00:00,2,0,108,0,6,0,0,0,0,0
2023-01-04 17:00:00+00:00,0,0,89,0,6,0,0,0,0,0
2023-01-04 17:10:00+00:00,1,0,98,0,9,0,0,0,0,0
2023-01-04 17:20:00+00:00,0,0,82,0,5,0,0,0,0,0
2023-01-04 17:30:00+00:00,0,0,78,0,8,0,1,0,0,0
2023-01-04 17:40:00+00:00,1,0,86,0,4,0,0,0,0,0
2023-01-04 18:00:00+00:00,0,0,50,1,3,0,0,0,0,0
2023-01-04 18:10:00+00:00,0,1,55,0,0,1,0,1,0,0
2023-01-04 18:20:00+00:00,0,0,54,0,2,0,0,0,0,0
2023-01-04 18:30:00+00:00,0,0,43,0,5,1,0,0,0,0
2023-01-04 18:40:00+00:00,1,0,45,0,1,0,0,0,0,0
2023-01-04 18:50:00+00:00,0,0,35,1,0,0,1,0,0,0
2023-01-04 19:00:00+00:00,0,0,35,0,1,0,0,0,0,0
2023-01-04 19:10:00+00:00,0,0,45,0,1,0,0,0,0,0
2023-01-04 19:20:00+00:00,0,1,38,0,1,0,0,0,0,0
2023-01-04 19:30:00+00:00,1,0,33,0,1,0,0,0,0,0
2023-01-04 19:40:00+00:00,0,0,30,0,0,0,0,0,0,0
2023-01-04 19:50:00+00:00,0,0,41,0,2,0,0,0,0,0
2023-01-04 20:00:00+00:00,0,0,30,0,0,0,0,0,0,0
2023-01-04 20:10:00+00:00,0,0,30,0,1,0,0,0,0,0
2023-01-04 20:20:00+00:00,0,0,27,0,2,0,1,0,0,0
2023-01-04 20:30:00+00:00,2,0,28,0,0,1,0,0,0,0
2023-01-04 20:40:00+00:00,1,0,26,0,3,0,0,0,0,0
2023-01-04 20:50:00+00:00,0,0,26,0,2,0,0,0,0,0
2023-01-04 21:00:00+00:00,0,0,21,0,1,0,0,0,0,0
2023-01-04 21:10:00+00:00,0,0,24,0,2,0,0,0,0,0
2023-01-04 21:20:00+00:00,0,0,15,0,0,0,0,0,0,0
2023-01-04 21:30:00+00:00,0,0,20,0,2,0,0,0,0,0
2023-01-04 21:40:00+00:00,0,0,12,0,1,0,0,0,0,0
2023-01-04 21:50:00+00:00,0,0,19,0,0,0,0,0,0,0
2023-01-04 22:00:00+00:00,0,1,11,0,1,0,0,0,0,0
2023-01-04 22:10:00+00:00,0,0,18,0,1,0,0,0,0,0
2023-01-04 22:20:00+00:00,0,0,19,0,1,0,0,0,0,0
2023-01-04 22:30:00+00:00,0,0,12,0,1,0,0,0,0,0
2023-01-04 22:40:00+00:00,0,0,11,0,2,0,0,0,0,0
2023-01-04 22:50:00+00:00,0,0,31,1,2,0,0,0,0,0
2023-01-04 23:00:00+00:00,0,0,19,0,2,0,0,0,0,1
2023-01-04 23:10:00+00:00,0,0,11,0,0,0,0,0,0,0
2023-01-04 23:20:00+00:00,0,0,7,0,1,0,0,0,0,0
2023-01-04 23:30:00+00:00,0,0,10,0,1,0,0,0,0,0
2023-01-04 23:40:00+00:00,0,0,10,0,0,0,0,1,0,0
2023-01-04 23:50:00+00:00,0,0,4,0,0,1,0,0,0,0
2023-01-05 00:00:00+00:00,0,0,5,0,1,0,0,0,0,0
2023-01-05 00:10:00+00:00,0,0,7,0,0,0,0,0,0,0
2023-01-05 00:20:00+00:00,0,0,6,0,1,0,0,0,0,0
2023-01-05 00:30:00+00:00,0,0,3,0,1,0,0,0,0,0
2023-01-05 00:40:00+00:00,0,0,7,0,2,0,0,0,0,0
2023-01-05 00:50:00+00:00,0,0,5,0,0,0,0,0,0,0
2023-01-05 01:00:00+00:00,0,0,4,0,2,0,0,0,0,0
2023-01-05 01:10:00+00:00,0,0,7,0,2,0,0,0,0,0
2023-01-05 01:20:00+00:00,0,0,6,0,0,0,0,0,0,0
2023-01-05 01:30:00+00:00,0,0,2,0,0,0,0,0,0,0
2023-01-05 01:40:00+00:00,0,0,4,0,1,0,0,0,0,0
2023-01-05 01:50:00+00:00,0,0,4,0,0,0,0,0,0,0
2023-01-05 02:00:00+00:00,0,0,5,0,0,0,0,0,0,0
2023-01-05 02:10:00+00:00,0,0,8,0,2,0,0,0,0,0
2023-01-05 02:20:00+00:00,0,0,6,0,5,1,0,0,1,1
2023-01-05 02:30:00+00:00,0,0,4,0,1,0,0,0,0,0
2023-01-05 02:40:00+00:00,0,0,8,0,2,0,0,0,0,0
2023-01-05 02:50:00+00:00,0,0,6,0,0,0,0,0,0,0
2023-01-05 03:00:00+00:00,0,0,13,0,1,1,0,1,0,0
2023-01-05 03:10:00+00:00,1,0,11,0,0,0,0,0,0,0
2023-01-05 03:20:00+00:00,0,0,13,0,0,0,0,0,0,0
2023-01-05 03:30:00+00:00,0,0,10,0,2,0,0,0,0,0
2023-01-05 03:40:00+00:00,0,0,20,0,2,1,0,0,0,0
2023-01-05 03:50:00+00:00,0,0,21,0,2,0,0,0,0,0
2023-01-05 04:00:00+00:00,0,0,23,0,1,0,0,0,0,0
2023-01-05 04:10:00+00:00,0,0,38,0,5,0,0,0,0,0
2023-01-05 04:20:00+00:00,0,0,65,0,6,0,0,1,0,0
2023-01-05 04:30:00+00:00,0,0,61,1,5,0,0,0,0,0
2023-01-05 04:40:00+00:00,0,0,60,0,8,0,0,0,0,0
2023-01-05 04:50:00+00:00,0,0,48,0,5,0,0,0,0,0
2023-01-05 05:00:00+00:00,0,0,39,0,1,0,0,0,0,0
2023-01-05 05:10:00+00:00,0,0,56,0,5,0,0,0,0,0
2023-01-05 05:20:00+00:00,0,0,66,0,7,0,0,0,0,0
2023-01-05 05:30:00+00:00,0,1,68,0,5,0,0,1,0,0
2023-01-05 05:40:00+00:00,1,0,83,0,7,0,1,0,0,0
2023-01-05 05:50:00+00:00,0,0,86,0,7,1,0,0,0,0
2023-01-05 06:00:00+00:00,0,0,63,0,6,0,0,0,0,0
2023-01-05 06:10:00+00:00,0,0,80,0,6,0,0,0,0,0
2023-01-05 06:20:00+00:00,0,0,110,0,9,0,0,0,0,0
2023-01-05 06:30:00+00:00,1,0,103,0,15,0,1,1,1,0
2023-01-05 06:40:00+00:00,0,0,99,0,16,0,0,0,0,1
2023-01-05 06:50:00+00:00,1,0,105,0,11,0,0,0,0,0
2023-01-05 07:00:00+00:00,0,0,82,0,14,1,0,0,0,0
2023-01-05 07:10:00+00:00,0,1,88,0,13,0,0,0,0,0
2023-01-05 07:20:00+00:00,1,0,79,0,7,0,0,1,0,0
2023-01-05 07:30:00+00:00,0,0,83,1,9,0,0,0,0,0
2023-01-05 07:40:00+00:00,0,0,85,0,16,1,1,0,0,0
2023-01-05 07:50:00+00:00,2,0,86,1,10,0,1,2,0,0
2023-01-05 08:00:00+00:00,1,0,71,0,10,0,0,1,0,0
2023-01-05 08:10:00+00:00,0,0,79,0,6,0,0,1,0,0
2023-01-05 08:20:00+00:00,0,0,81,0,7,0,0,0,0,0
2023-01-05 08:30:00+00:00,0,0,62,0,10,0,0,0,0,0
2023-01-05 08:40:00+00:00,0,0,79,0,8,1,0,0,0,0
2023-01-05 08:50:00+00:00,1,0,75,0,7,0,1,1,0,0
2023-01-05 09:00:00+00:00,1,0,71,0,7,0,0,1,0,0
2023-01-05 09:10:00+00:00,0,0,65,0,4,0,0,0,0,0
2023-01-05 09:20:00+00:00,0,0,67,0,6,0,0,0,1,0
2023-01-05 09:30:00+00:00,1,0,74,0,7,0,0,0,0,0
2023-01-05 09:40:00+00:00,0,0,66,0,13,1,0,0,0,0
2023-01-05 09:50:00+00:00,0,0,49,0,9,1,1,0,0,0
2023-01-05 10:00:00+00:00,0,0,49,0,7,0,0,0,0,0
2023-01-05 10:10:00+00:00,0,0,58,0,13,0,0,0,0,0
2023-01-05 10:20:00+00:00,0,0,70,0,9,0,0,0,0,0
2023-01-05 10:30:00+00:00,0,0,63,0,5,0,0,0,0,0
2023-01-05 10:40:00+00:00,0,0,73,0,12,0,0,0,0,0
2023-01-05 10:50:00+00:00,0,0,69,0,8,1,1,0,0,0
2023-01-05 11:00:00+00:00,1,0,63,1,9,1,0,0,0,0
2023-01-05 11:10:00+00:00,0,0,84,0,6,0,0,0,0,0
2023-01-05 11:20:00+00:00,1,0,76,1,5,2,0,0,0,0
2023-01-05 11:30:00+00:00,0,0,64,0,8,0,0,0,0,0
2023-01-05 11:40:00+00:00,0,0,65,0,9,0,0,0,0,0
2023-01-05 11:50:00+00:00,1,0,66,0,3,1,0,0,0,0
2023-01-05 12:00:00+00:00,0,0,62,0,9,0,0,0,0,0
2023-01-05 12:10:00+00:00,0,0,75,0,10,0,1,0,0,0
2023-01-05 12:20:00+00:00,0,0,94,0,8,0,1,0,0,0
2023-01-05 12:30:00+00:00,0,0,80,0,10,0,0,0,0,0
2023-01-05 12:40:00+00:00,0,0,73,0,10,2,1,0,0,0
2023-01-05 12:50:00+00:00,2,0,69,0,10,0,0,0,0,0
2023-01-05 13:00:00+00:00,0,0,53,0,11,1,0,0,0,0
2023-01-05 13:10:00+00:00,0,0,89,0,8,0,2,0,0,0
2023-01-05 13:20:00+00:00,1,1,76,0,6,0,1,0,0,0
2023-01-05 13:30:00+00:00,0,0,72,0,7,0,0,0,0,0
2023-01-05 13:40:00+00:00,0,0,84,0,8,0,1,1,0,0
2023-01-05 13:50:00+00:00,1,0,89,0,9,0,0,0,0,0
2023-01-05 14:00:00+00:00,0,0,85,0,17,0,0,0,0,0
2023-01-05 14:10:00+00:00,0,0,91,0,16,1,0,0,0,0
2023-01-05 14:20:00+00:00,0,0,81,0,25,1,0,1,0,0
2023-01-05 14:30:00+00:00,0,0,71,0,19,1,0,0,0,0
2023-01-05 14:40:00+00:00,0,0,90,0,9,0,0,0,0,0
2023-01-05 14:50:00+00:00,0,0,104,0,5,0,1,0,0,0
2023-01-05 15:00:00+00:00,0,0,104,0,7,0,0,1,0,0
2023-01-05 15:10:00+00:00,1,0,112,0,13,0,0,0,0,0
2023-01-05 15:20:00+00:00,0,0,106,0,5,0,0,0,0,0
2023-01-05 15:30:00+00:00,0,0,106,0,9,0,0,0,0,0
2023-01-05 15:40:00+00:00,0,0,86,0,9,0,0,0,0,0
2023-01-05 15:50:00+00:00,1,0,91,0,12,0,0,0,0,0
2023-01-05 16:00:00+00:00,0,0,98,0,9,0,0,0,0,0
2023-01-05 16:10:00+00:00,0,0,99,0,7,1,0,0,0,0
2023-01-05 16:20:00+00:00,0,0,102,0,10,0,1,0,0,0
2023-01-05 16:30:00+00:00,0,0,113,0,6,0,0,0,0,0
2023-01-05 16:40:00+00:00,0,0,98,0,11,0,0,0,0,0
2023-01-05 16:50:00+00:00,0,0,83,0,1,0,1,0,0,0
2023-01-05 17:00:00+00:00,1,0,94,0,6,0,1,0,0,0
2023-01-05 17:10:00+00:00,1,0,95,0,6,0,0,0,0,0
2023-01-05 17:20:00+00:00,0,0,80,0,10,0,0,0,0,0
2023-01-05 17:30:00+00:00,0,0,75,0,5,0,0,0,0,0
2023-01-05 17:40:00+00:00,0,0,61,0,6,1,0,0,0,0
2023-01-05 17:50:00+00:00,0,0,76,0,7,0,0,0,0,0
2023-01-05 18:00:00+00:00,0,0,53,0,5,0,0,0,0,0
2023-01-05 18:10:00+00:00,0,0,51,0,4,0,0,0,0,0
2023-01-05 18:20:00+00:00,1,0,61,0,6,0,0,0,0,0
2023-01-05 18:30:00+00:00,0,0,45,1,6,0,0,1,0,0
2023-01-05 18:40:00+00:00,0,0,49,0,2,0,0,0,0,0
2023-01-05 18:50:00+00:00,0,0,51,0,0,0,0,0,0,0
2023-01-05 19:00:00+00:00,0,0,46,0,3,0,0,0,0,0
2023-01-05 19:10:00+00:00,0,0,42,0,5,0,0,0,0,0
2023-01-05 19:20:00+00:00,0,0,41,0,4,0,0,0,0,0
2023-01-05 19:30:00+00:00,0,0,24,0,2,0,0,0,0,0
2023-01-05 19:40:00+00:00,0,0,29,0,4,0,0,0,0,0
2023-01-05 19:50:00+00:00,0,0,40,0,1,0,0,0,0,0
2023-01-05 20:00:00+00:00,0,0,28,0,1,1,0,0,0,0
2023-01-05 20:10:00+00:00,0,0,31,0,3,0,0,0,0,0
2023-01-05 20:20:00+00:00,0,0,29,0,0,0,0,0,0,0
2023-01-05 20:30:00+00:00,1,0,29,0,1,0,0,0,0,0
2023-01-05 20:40:00+00:00,0,0,37,0,1,0,0,0,0,0
2023-01-05 20:50:00+00:00,0,0,30,0,1,0,0,0,0,0
2023-01-05 21:00:00+00:00,0,0,29,0,1,0,0,0,0,0
2023-01-05 21:10:00+00:00,0,0,30,0,3,1,0,0,0,0
2023-01-05 21:20:00+00:00,0,0,32,0,2,0,0,0,0,0
2023-01-05 21:30:00+00:00,0,0,16,0,5,0,0,0,0,0
2023-01-05 21:40:00+00:00,0,0,22,0,1,0,0,0,0,0
2023-01-05 21:50:00+00:00,0,0,30,0,4,0,1,0,0,0
2023-01-05 22:00:00+00:00,0,0,14,0,1,1,0,0,0,0
2023-01-05 22:10:00+00:00,0,0,21,0,3,0,0,0,0,0
2023-01-05 22:20:00+00:00,0,0,19,0,3,0,0,0,0,0
2023-01-05 22:30:00+00:00,0,0,15,0,4,0,0,0,0,0
2023-01-05 22:40:00+00:00,0,0,26,0,2,0,0,0,0,0
2023-01-05 22:50:00+00:00,0,0,35,0,1,0,0,0,0,0
2023-01-05 23:00:00+00:00,1,0,15,0,0,0,0,0,0,0
2023-01-05 23:10:00+00:00,0,0,13,0,0,0,0,0,1,0
2023-01-05 23:20:00+00:00,0,0,19,0,1,0,0,0,0,0
2023-01-05 23:30:00+00:00,0,0,12,0,1,0,0,0,0,0
2023-01-05 23:40:00+00:00,0,0,9,0,0,0,0,0,0,0
2023-01-05 23:50:00+00:00,0,0,11,0,1,0,0,0,0,0
2023-01-06 00:00:00+00:00,0,0,10,0,2,0,0,0,0,0
2023-01-06 00:10:00+00:00,0,0,5,0,0,0,0,0,0,0
2023-01-06 00:20:00+00:00,0,0,5,0,2,0,0,0,0,0
2023-01-06 00:30:00+00:00,0,0,6,0,2,0,0,0,0,0
2023-01-06 00:40:00+00:00,0,0,10,0,0,0,0,0,0,0
2023-01-06 00:50:00+00:00,0,0,11,0,0,0,0,0,0,0
2023-01-06 01:00:00+00:00,0,0,2,0,1,0,0,0,0,0
2023-01-06 01:10:00+00:00,0,0,11,0,1,0,0,0,0,0
2023-01-06 01:20:00+00:00,1,0,12,0,0,0,0,0,0,0
2023-01-06 01:30:00+00:00,0,0,6,0,2,0,0,0,0,0
2023-01-06 01:40:00+00:00,0,0,3,0,0,0,0,0,0,0
2023-01-06 01:50:00+00:00,1,0,5,0,0,0,0,0,0,0
2023-01-06 02:00:00+00:00,1,0,8,0,0,0,0,0,0,0
2023-01-06 02:10:00+00:00,0,0,1,0,2,0,0,0,0,0
2023-01-06 02:20:00+00:00,2,0,5,0,0,0,2,1,0,0
2023-01-06 02:30:00+00:00,0,0,6,0,0,0,2,0,0,0
