,LKW (S),Motorrad (L),PKW (S),Transporter (L),Transporter (S),PKW (L),Motorrad (S),Kleintransporter (S),LKW (L),Kleintransporter (L)
2023-05-02 23:10:00+00:00,0,0,0,0,0,0,0,0,0,0
2023-05-02 23:20:00+00:00,0,0,0,0,1,0,0,0,0,0
2023-05-02 23:40:00+00:00,0,0,2,0,1,0,0,0,0,0
2023-05-02 23:50:00+00:00,0,0,3,0,3,0,0,0,0,0
2023-05-03 00:00:00+00:00,0,0,1,0,0,0,0,0,0,0
2023-05-03 00:10:00+00:00,0,0,0,0,0,0,0,0,0,0
2023-05-03 00:20:00+00:00,0,0,2,0,0,0,0,0,0,0
2023-05-03 00:30:00+00:00,0,0,0,0,2,0,0,0,0,0
2023-05-03 00:40:00+00:00,0,0,1,0,1,0,0,0,0,0
2023-05-03 00:50:00+00:00,0,0,1,0,0,0,0,0,0,0
2023-05-03 01:00:00+00:00,0,0,1,0,0,0,0,0,0,0
2023-05-03 01:10:00+00:00,0,0,0,1,3,0,0,0,0,0
2023-05-03 01:20:00+00:00,0,0,4,1,2,1,0,0,0,0
2023-05-03 01:30:00+00:00,0,0,1,0,3,0,0,0,0,0
2023-05-03 01:40:00+00:00,0,0,1,0,1,0,0,0,0,0
2023-05-03 01:50:00+00:00,0,0,2,0,1,0,0,0,0,0
2023-05-03 02:00:00+00:00,0,0,2,0,5,0,0,0,0,0
2023-05-03 02:10:00+00:00,0,0,6,0,3,0,0,0,0,0
2023-05-03 02:20:00+00:00,0,0,3,0,3,0,0,0,0,0
2023-05-03 02:30:00+00:00,0,0,4,0,1,0,0,0,0,0
2023-05-03 02:40:00+00:00,0,0,9,0,2,0,0,0,0,0
2023-05-03 02:50:00+00:00,0,0,1,0,5,0,0,0,0,0
2023-05-03 03:00:00+00:00,0,0,8,0,4,0,0,0,0,0
2023-05-03 03:10:00+00:00,0,0,25,0,9,0,0,0,0,0
2023-05-03 03:20:00+00:00,0,0,30,0,14,1,0,0,0,0
2023-05-03 03:30:00+00:00,0,0,40,0,24,0,0,0,0,0
2023-05-03 03:40:00+00:00,0,0,27,0,16,0,0,0,0,0
2023-05-03 03:50:00+00:00,1,0,31,0,11,0,1,0,0,0
2023-05-03 04:00:00+00:00,0,0,28,0,8,0,1,0,0,0
2023-05-03 04:10:00+00:00,0,0,31,0,18,0,1,0,0,0
2023-05-03 04:20:00+00:00,1,0,49,0,23,0,3,1,0,0
2023-05-03 04:30:00+00:00,3,0,44,0,21,0,1,0,0,0
2023-05-03 04:40:00+00:00,0,0,58,0,25,0,0,0,0,0
2023-05-03 04:50:00+00:00,0,0,72,0,26,0,3,0,0,0
2023-05-03 05:00:00+00:00,0,0,57,0,26,0,1,0,0,0
2023-05-03 05:10:00+00:00,2,0,57,0,25,0,2,0,0,0
2023-05-03 05:20:00+00:00,2,0,56,1,37,0,2,0,0,0
2023-05-03 05:30:00+00:00,2,0,65,0,31,0,3,0,0,0
2023-05-03 05:40:00+00:00,1,0,71,0,27,0,4,0,0,0
2023-05-03 05:50:00+00:00,1,0,66,0,28,0,3,0,0,0
2023-05-03 06:00:00+00:00,0,0,48,0,27,3,2,0,0,0
2023-05-03 06:10:00+00:00,0,1,54,0,19,0,1,0,0,0
2023-05-03 06:20:00+00:00,0,1,62,0,24,0,0,0,0,0
2023-05-03 06:30:00+00:00,0,0,52,0,15,0,4,0,0,0
2023-05-03 06:40:00+00:00,0,0,65,0,13,1,4,0,0,0
2023-05-03 06:50:00+00:00,0,0,48,0,23,1,4,0,0,0
2023-05-03 07:00:00+00:00,3,0,27,0,15,1,0,1,0,0
2023-05-03 07:10:00+00:00,0,0,37,1,13,0,1,0,0,0
2023-05-03 07:20:00+00:00,0,0,52,0,15,0,1,0,0,0
2023-05-03 07:30:00+00:00,0,0,48,0,14,0,1,0,0,0
2023-05-03 07:40:00+00:00,0,0,37,0,16,0,0,0,0,0
2023-05-03 07:50:00+00:00,0,0,33,1,12,0,0,0,0,0
2023-05-03 08:00:00+00:00,0,0,37,0,14,0,0,0,0,0
2023-05-03 08:10:00+00:00,0,0,30,0,15,0,1,0,0,0
2023-05-03 08:20:00+00:00,0,0,27,0,8,0,0,0,0,0
2023-05-03 08:30:00+00:00,3,0,30,0,18,0,2,0,0,0
2023-05-03 08:40:00+00:00,0,0,29,0,10,0,0,0,0,0
2023-05-03 08:50:00+00:00,0,0,28,0,9,0,0,0,0,0
2023-05-03 09:00:00+00:00,2,0,16,0,8,0,0,0,0,0
2023-05-03 09:10:00+00:00,5,0,20,0,9,0,0,0,0,0
2023-05-03 09:20:00+00:00,0,0,23,1,5,0,1,0,0,0
2023-05-03 09:30:00+00:00,0,0,20,0,12,0,0,0,0,0
2023-05-03 09:40:00+00:00,0,0,22,0,18,0,0,0,0,0
2023-05-03 09:50:00+00:00,0,0,19,0,12,0,0,0,0,0
2023-05-03 10:00:00+00:00,0,0,34,0,9,0,0,0,0,0
2023-05-03 10:10:00+00:00,0,0,20,0,10,0,0,0,0,0
2023-05-03 10:20:00+00:00,0,0,18,0,13,0,1,0,0,0
2023-05-03 10:30:00+00:00,0,0,19,0,11,0,1,0,0,0
2023-05-03 10:40:00+00:00,0,0,24,0,10,0,0,0,0,0
2023-05-03 10:50:00+00:00,0,0,22,1,14,0,0,0,0,0
2023-05-03 11:00:00+00:00,1,0,35,0,13,0,0,0,0,0
2023-05-03 11:10:00+00:00,1,0,31,0,7,0,2,0,0,0
2023-05-03 11:20:00+00:00,0,0,44,0,14,0,0,0,0,0
2023-05-03 11:30:00+00:00,0,0,33,0,18,0,0,0,0,0
2023-05-03 11:40:00+00:00,0,0,34,0,17,0,0,0,0,0
2023-05-03 11:50:00+00:00,0,0,43,0,12,0,0,0,0,0
2023-05-03 12:00:00+00:00,0,0,35,1,10,0,1,0,0,0
2023-05-03 12:10:00+00:00,0,0,47,0,16,0,0,0,0,0
2023-05-03 12:20:00+00:00,0,0,32,0,10,0,0,0,0,0
2023-05-03 12:30:00+00:00,0,0,46,0,15,0,0,0,0,0
2023-05-03 12:40:00+00:00,0,0,34,1,14,0,0,0,0,0
2023-05-03 12:50:00+00:00,0,0,21,0,11,0,0,0,0,0
2023-05-03 13:00:00+00:00,0,0,40,0,13,0,0,0,0,0
2023-05-03 13:10:00+00:00,0,0,41,0,19,0,0,0,0,0
2023-05-03 13:20:00+00:00,0,0,44,0,12,0,0,0,0,0
2023-05-03 13:30:00+00:00,0,0,57,0,12,1,0,0,0,0
2023-05-03 13:40:00+00:00,0,0,42,0,17,0,0,0,0,0
2023-05-03 13:50:00+00:00,0,0,38,0,14,0,0,0,0,0
2023-05-03 14:00:00+00:00,0,0,39,0,13,0,1,0,0,0
2023-05-03 14:10:00+00:00,0,0,37,0,14,0,0,0,0,0
2023-05-03 14:20:00+00:00,0,0,51,0,14,0,0,0,0,0
2023-05-03 14:30:00+00:00,0,0,55,0,17,0,0,0,0,0
2023-05-03 14:40:00+00:00,0,0,37,0,16,0,0,0,0,0
2023-05-03 14:50:00+00:00,0,0,43,0,16,0,0,0,0,0
2023-05-03 15:00:00+00:00,1,0,32,0,28,0,0,0,0,0
2023-05-03 15:10:00+00:00,6,0,46,0,20,0,0,0,0,0
2023-05-03 15:20:00+00:00,1,0,48,0,14,0,0,0,0,0
2023-05-03 15:30:00+00:00,0,0,50,0,14,1,0,0,0,0
2023-05-03 15:40:00+00:00,1,0,61,0,17,0,2,1,0,0
2023-05-03 15:50:00+00:00,0,0,58,0,24,0,1,0,0,0
2023-05-03 16:00:00+00:00,4,0,128,0,5,0,0,0,0,0
2023-05-03 16:10:00+00:00,1,0,161,0,6,0,1,2,0,0
2023-05-03 16:20:00+00:00,1,0,172,0,8,0,0,1,0,0
2023-05-03 16:30:00+00:00,2,0,159,0,7,0,0,1,0,0
2023-05-03 16:40:00+00:00,1,0,154,0,8,1,0,1,0,0
2023-05-03 16:50:00+00:00,0,0,107,0,5,0,0,1,0,0
2023-05-03 17:00:00+00:00,0,0,71,0,3,0,0,0,0,0
2023-05-03 17:10:00+00:00,0,0,52,0,5,0,0,0,0,0
2023-05-03 17:20:00+00:00,0,0,58,0,4,0,0,0,0,0
2023-05-03 17:30:00+00:00,1,0,45,0,2,1,0,0,0,0
2023-05-03 17:40:00+00:00,0,0,51,0,4,0,0,0,0,0
2023-05-03 17:50:00+00:00,2,0,38,0,8,0,0,0,0,0
2023-05-03 18:00:00+00:00,0,0,42,0,5,0,0,0,0,0
2023-05-03 18:10:00+00:00,1,0,47,0,8,0,0,0,0,0
2023-05-03 18:20:00+00:00,0,0,42,0,7,0,0,0,0,0
2023-05-03 18:30:00+00:00,0,0,37,0,2,0,0,0,0,0
2023-05-03 18:40:00+00:00,1,0,28,0,4,0,0,0,0,0
2023-05-03 18:50:00+00:00,0,0,39,0,4,0,0,0,0,0
2023-05-03 19:00:00+00:00,0,0,47,0,4,0,0,0,0,0
2023-05-03 19:10:00+00:00,0,0,39,0,6,0,0,0,0,0
2023-05-03 19:20:00+00:00,0,0,57,0,2,0,0,0,0,0
2023-05-03 19:30:00+00:00,1,0,50,0,2,0,0,0,0,0
2023-05-03 19:40:00+00:00,1,0,36,0,5,0,0,0,0,0
2023-05-03 19:50:00+00:00,1,0,27,0,5,0,0,0,0,0
2023-05-03 20:00:00+00:00,1,0,31,0,4,0,0,0,0,0
2023-05-03 20:10:00+00:00,0,0,54,0,4,0,0,0,0,0
2023-05-03 20:20:00+00:00,0,0,43,0,2,0,0,0,0,0
2023-05-03 20:30:00+00:00,0,0,14,0,1,0,0,0,0,0
2023-05-03 20:40:00+00:00,0,0,24,0,1,0,0,0,0,0
2023-05-03 20:50:00+00:00,1,0,19,0,2,0,0,0,0,0
2023-05-03 21:00:00+00:00,0,0,20,0,0,0,0,0,0,0
2023-05-03 21:10:00+00:00,0,0,12,0,2,0,0,0,0,0
2023-05-03 21:20:00+00:00,0,0,13,0,1,0,0,0,0,0
2023-05-03 21:30:00+00:00,0,0,16,0,2,0,0,0,0,0
2023-05-03 21:40:00+00:00,0,0,26,0,2,0,0,0,0,0
2023-05-03 21:50:00+00:00,0,0,21,0,0,0,0,1,1,0
2023-05-03 22:00:00+00:00,0,0,7,0,2,0,0,0,1,0
2023-05-03 22:10:00+00:00,0,0,14,0,0,0,0,1,1,0
2023-05-03 22:20:00+00:00,0,0,15,0,2,0,0,0,0,0
2023-05-03 22:30:00+00:00,0,0,7,0,1,0,0,1,0,0
2023-05-03 22:40:00+00:00,0,0,10,0,0,0,0,0,0,0
2023-05-03 22:50:00+00:00,0,0,6,0,1,0,0,1,1,0
2023-05-03 23:00:00+00:00,1,0,10,0,1,0,0,0,0,0
2023-05-03 23:10:00+00:00,0,0,8,0,0,0,0,0,0,0
2023-05-03 23:20:00+00:00,0,0,9,0,0,0,0,0,0,0
2023-05-03 23:30:00+00:00,0,0,8,0,2,0,0,0,0,0
2023-05-03 23:40:00+00:00,0,0,10,0,0,0,0,0,0,0
2023-05-03 23:50:00+00:00,0,0,8,0,0,0,0,0,0,0
2023-05-04 00:00:00+00:00,0,0,4,0,2,0,0,0,0,0
2023-05-04 00:10:00+00:00,0,0,3,0,0,0,0,0,0,0
2023-05-04 00:20:00+00:00,0,0,2,0,0,0,0,0,0,0
2023-05-04 00:30:00+00:00,0,0,5,0,2,0,0,0,0,0
2023-05-04 00:40:00+00:00,0,0,3,0,0,0,0,0,0,0
2023-05-04 00:50:00+00:00,0,0,5,0,0,0,0,0,0,0
2023-05-04 01:00:00+00:00,0,0,5,0,0,0,1,0,0,0
2023-05-04 01:10:00+00:00,0,0,5,0,3,1,0,0,1,0
2023-05-04 01:20:00+00:00,1,0,11,0,1,0,0,0,1,0
2023-05-04 01:30:00+00:00,0,0,10,0,1,0,0,0,1,0
2023-05-04 01:40:00+00:00,0,0,5,0,0,0,0,0,0,0
2023-05-04 01:50:00+00:00,0,0,11,0,3,0,0,0,1,0
2023-05-04 02:00:00+00:00,1,0,12,0,4,0,0,1,0,0
2023-05-04 02:10:00+00:00,0,0,12,0,2,0,0,0,0,0
2023-05-04 02:20:00+00:00,0,0,16,0,2,0,0,0,0,0
2023-05-04 02:30:00+00:00,0,0,17,0,2,0,0,0,0,0
2023-05-04 02:40:00+00:00,1,0,15,0,3,0,0,0,0,0
2023-05-04 02:50:00+00:00,0,0,20,0,2,0,0,0,0,0
2023-05-04 03:00:00+00:00,0,0,37,0,3,0,0,0,0,0
2023-05-04 03:10:00+00:00,3,0,45,0,5,0,0,0,0,0
2023-05-04 03:20:00+00:00,1,0,68,0,4,0,0,0,0,0
2023-05-04 03:30:00+00:00,2,0,94,0,2,0,0,0,0,0
2023-05-04 03:40:00+00:00,1,0,84,0,12,0,0,0,0,0
2023-05-04 03:50:00+00:00,1,0,85,0,6,0,0,1,0,0
2023-05-04 04:00:00+00:00,0,0,75,0,5,0,0,0,0,0
2023-05-04 04:10:00+00:00,0,0,112,0,12,0,0,0,0,0
2023-05-04 04:20:00+00:00,1,0,106,0,11,1,0,0,0,0
2023-05-04 04:30:00+00:00,3,0,121,0,14,0,0,0,0,0
2023-05-04 04:40:00+00:00,6,0,142,0,13,0,0,0,0,0
2023-05-04 04:50:00+00:00,5,0,138,1,12,0,2,0,0,0
2023-05-04 05:00:00+00:00,0,0,119,0,9,0,1,0,0,0
2023-05-04 05:10:00+00:00,4,0,131,0,13,0,1,0,0,0
2023-05-04 05:20:00+00:00,3,0,143,0,18,0,0,0,0,0
2023-05-04 05:30:00+00:00,1,0,144,0,13,0,1,2,0,0
2023-05-04 05:40:00+00:00,3,0,148,0,10,0,0,0,0,0
2023-05-04 05:50:00+00:00,1,0,156,0,7,0,2,1,0,0
2023-05-04 06:00:00+00:00,3,0,135,0,12,0,3,0,0,0
2023-05-04 06:10:00+00:00,5,0,130,0,7,0,2,1,1,0
2023-05-04 06:20:00+00:00,3,0,140,0,5,0,1,0,0,0
2023-05-04 06:30:00+00:00,1,0,124,0,8,0,5,0,0,0
2023-05-04 06:40:00+00:00,5,0,127,0,10,0,0,0,0,1
2023-05-04 06:50:00+00:00,3,0,114,0,7,0,1,0,0,0
2023-05-04 07:00:00+00:00,2,0,81,0,7,0,0,0,1,0
2023-05-04 07:10:00+00:00,3,0,119,0,10,0,1,0,0,0
2023-05-04 07:20:00+00:00,7,0,114,0,5,0,0,0,0,0
2023-05-04 07:30:00+00:00,1,0,107,0,4,0,0,0,0,0
2023-05-04 07:40:00+00:00,2,0,102,0,6,1,0,1,0,0
2023-05-04 07:50:00+00:00,3,0,96,0,7,0,2,1,1,0
2023-05-04 08:00:00+00:00,4,0,84,0,7,0,0,1,1,0
2023-05-04 08:10:00+00:00,2,0,91,0,2,0,0,0,0,0
2023-05-04 08:20:00+00:00,7,0,76,0,4,0,0,2,1,0
2023-05-04 08:30:00+00:00,3,0,78,0,5,0,1,1,0,0
2023-05-04 08:40:00+00:00,2,0,78,0,8,0,0,0,0,0
2023-05-04 08:50:00+00:00,2,0,60,0,1,1,0,2,0,0
2023-05-04 09:00:00+00:00,2,0,66,0,4,0,0,0,1,0
2023-05-04 09:10:00+00:00,3,0,84,0,5,0,0,2,0,0
2023-05-04 09:20:00+00:00,0,0,91,0,8,0,0,1,0,0
2023-05-04 09:30:00+00:00,3,0,89,0,4,0,0,1,0,0
2023-05-04 09:40:00+00:00,4,0,88,0,8,0,0,5,1,0
2023-05-04 09:50:00+00:00,1,0,72,0,5,0,0,0,0,0
2023-05-04 10:00:00+00:00,0,0,65,0,4,0,1,1,0,0
2023-05-04 10:10:00+00:00,2,0,77,0,4,0,1,0,0,0
2023-05-04 10:20:00+00:00,0,0,79,0,2,0,0,2,0,0
2023-05-04 10:30:00+00:00,2,0,79,0,9,0,0,2,0,0
2023-05-04 10:40:00+00:00,0,0,85,0,4,0,0,2,0,0
2023-05-04 10:50:00+00:00,3,0,74,0,2,0,0,2,0,0
2023-05-04 11:00:00+00:00,2,0,85,0,5,0,0,2,0,0
2023-05-04 11:10:00+00:00,2,0,92,0,7,0,2,3,0,0
2023-05-04 11:20:00+00:00,0,0,89,0,5,1,0,4,1,0
2023-05-04 11:30:00+00:00,2,0,71,0,6,0,0,1,0,0
2023-05-04 11:40:00+00:00,0,0,85,0,9,0,0,1,0,0
2023-05-04 11:50:00+00:00,2,0,70,0,2,0,0,1,1,0
2023-05-04 12:00:00+00:00,3,0,87,0,8,0,0,1,0,0
2023-05-04 12:10:00+00:00,4,0,98,0,9,0,1,1,0,0
2023-05-04 12:20:00+00:00,2,0,104,0,5,0,1,3,0,0
2023-05-04 12:30:00+00:00,2,0,106,0,1,0,1,4,0,0
2023-05-04 12:40:00+00:00,0,0,104,0,3,0,2,0,0,0
2023-05-04 12:50:00+00:00,2,1,117,0,2,0,0,0,0,0
2023-05-04 13:00:00+00:00,1,0,109,0,2,0,0,3,0,0
2023-05-04 13:10:00+00:00,1,0,123,0,10,0,0,2,0,0
2023-05-04 13:20:00+00:00,2,1,92,0,5,1,0,2,1,0
2023-05-04 13:30:00+00:00,0,0,103,0,3,0,2,1,0,0
2023-05-04 13:40:00+00:00,1,0,119,0,7,0,0,0,0,0
2023-05-04 13:50:00+00:00,2,0,114,0,7,0,1,2,0,0
2023-05-04 14:00:00+00:00,3,0,130,0,3,0,1,2,0,0
2023-05-04 14:10:00+00:00,0,0,130,0,5,0,0,0,0,0
2023-05-04 14:20:00+00:00,0,1,115,0,7,0,1,0,0,0
2023-05-04 14:30:00+00:00,0,0,100,0,6,0,1,1,0,0
2023-05-04 14:40:00+00:00,1,0,107,0,5,0,0,0,0,0
2023-05-04 14:50:00+00:00,0,0,113,0,3,0,1,0,0,0
2023-05-04 15:00:00+00:00,0,0,84,0,8,0,1,0,0,0
2023-05-04 15:10:00+00:00,4,0,123,0,3,0,1,2,0,0
2023-05-04 15:20:00+00:00,2,0,108,0,6,0,2,1,0,0
2023-05-04 15:30:00+00:00,1,0,111,0,6,0,0,0,0,0
2023-05-04 15:40:00+00:00,0,0,84,0,6,0,0,1,0,0
2023-05-04 15:50:00+00:00,1,0,94,0,2,0,0,1,0,0
2023-05-04 16:00:00+00:00,2,1,86,0,4,0,0,1,0,0
2023-05-04 16:10:00+00:00,2,0,96,0,3,0,1,2,0,0
2023-05-04 16:20:00+00:00,1,0,112,0,2,0,1,0,0,0
2023-05-04 16:30:00+00:00,3,0,83,0,8,0,0,1,0,0
2023-05-04 16:40:00+00:00,0,0,79,0,4,0,1,0,0,0
2023-05-04 16:50:00+00:00,2,0,100,0,1,0,0,1,0,0
2023-05-04 17:00:00+00:00,0,0,59,0,6,0,0,0,1,0
2023-05-04 17:10:00+00:00,0,1,71,0,3,0,0,0,0,0
2023-05-04 17:20:00+00:00,0,0,64,0,5,0,1,0,0,0
2023-05-04 17:30:00+00:00,0,0,76,0,2,0,0,0,0,0
2023-05-04 17:40:00+00:00,0,0,54,0,5,0,0,0,0,0
2023-05-04 17:50:00+00:00,0,0,55,0,5,0,0,1,1,0
2023-05-04 18:00:00+00:00,0,0,50,0,4,0,0,0,0,0
2023-05-04 18:10:00+00:00,0,0,45,0,1,0,0,0,0,0
2023-05-04 18:20:00+00:00,0,0,52,0,5,0,0,0,0,0
2023-05-04 18:40:00+00:00,0,0,49,0,2,0,0,0,0,0
2023-05-04 18:50:00+00:00,2,0,28,0,2,0,0,0,0,0
2023-05-04 19:00:00+00:00,0,0,39,0,7,0,0,0,0,0
2023-05-04 19:10:00+00:00,1,0,44,0,3,0,0,0,0,0
2023-05-04 19:20:00+00:00,0,0,50,0,4,0,0,0,0,0
2023-05-04 19:30:00+00:00,1,0,39,0,4,0,0,0,0,0
2023-05-04 19:40:00+00:00,0,0,39,0,2,0,0,0,0,0
2023-05-04 19:50:00+00:00,0,0,36,0,1,0,0,0,0,0
2023-05-04 20:00:00+00:00,1,0,21,0,3,0,0,0,0,0
2023-05-04 20:10:00+00:00,2,0,28,0,8,0,0,0,0,0
2023-05-04 20:20:00+00:00,0,0,30,0,0,0,0,0,0,0
2023-05-04 20:30:00+00:00,0,0,35,0,4,0,0,0,0,0
2023-05-04 20:40:00+00:00,0,0,27,0,3,0,0,0,0,0
2023-05-04 20:50:00+00:00,0,0,31,0,1,0,1,0,0,0
2023-05-04 21:00:00+00:00,0,0,22,0,2,0,0,0,0,0
2023-05-04 21:10:00+00:00,0,0,25,0,0,0,0,0,0,0
2023-05-04 21:20:00+00:00,1,0,16,0,0,0,0,0,0,0
2023-05-04 21:30:00+00:00,0,0,16,0,2,0,0,0,0,0
2023-05-04 21:40:00+00:00,0,0,20,0,1,0,0,0,0,0
2023-05-04 21:50:00+00:00,1,1,21,0,1,0,0,0,0,0
2023-05-04 22:00:00+00:00,0,0,12,0,1,0,0,0,1,0
2023-05-04 22:10:00+00:00,1,0,22,0,1,0,0,0,1,0
2023-05-04 22:20:00+00:00,1,0,16,0,1,0,0,0,0,0
2023-05-04 22:30:00+00:00,2,0,10,0,1,0,0,1,0,0
2023-05-04 22:40:00+00:00,0,0,10,0,0,0,0,0,0,0
2023-05-04 22:50:00+00:00,1,0,11,0,1,0,0,0,0,0
2023-05-04 23:10:00+00:00,0,0,10,0,0,0,0,0,0,0
2023-05-04 23:20:00+00:00,0,0,6,0,1,0,0,0,0,0
2023-05-04 23:30:00+00:00,0,0,4,0,1,0,0,0,0,0
2023-05-04 23:40:00+00:00,0,0,4,0,0,0,0,0,0,0
2023-05-04 23:50:00+00:00,1,0,5,0,1,0,0,0,0,0
2023-05-05 00:00:00+00:00,0,0,8,0,0,0,0,0,0,0
2023-05-05 00:10:00+00:00,1,0,7,0,0,0,0,0,0,0
2023-05-05 00:20:00+00:00,1,0,2,0,0,0,0,0,0,0
2023-05-05 00:30:00+00:00,0,0,4,0,1,0,0,0,0,0
2023-05-05 00:40:00+00:00,0,0,5,0,0,0,0,0,0,0
2023-05-05 00:50:00+00:00,0,0,6,0,0,0,0,0,0,0
2023-05-05 01:00:00+00:00,0,0,6,0,0,0,0,0,0,0
2023-05-05 01:10:00+00:00,2,0,9,0,1,0,0,0,0,0
2023-05-05 01:20:00+00:00,1,0,9,0,3,0,0,0,1,0
2023-05-05 01:30:00+00:00,0,1,5,0,1,0,1,0,0,0
2023-05-05 01:40:00+00:00,0,0,4,0,4,0,0,0,3,0
2023-05-05 01:50:00+00:00,0,1,14,0,3,0,0,0,0,0
2023-05-05 02:00:00+00:00,1,0,14,0,3,0,0,0,0,0
2023-05-05 02:10:00+00:00,0,0,12,0,0,0,0,0,0,0
2023-05-05 02:20:00+00:00,0,0,18,0,1,0,0,0,0,0
2023-05-05 02:30:00+00:00,0,0,15,0,1,0,0,0,0,0
2023-05-05 02:40:00+00:00,1,0,26,0,2,0,0,0,0,0
2023-05-05 02:50:00+00:00,1,0,28,0,3,0,0,0,0,0
2023-05-05 03:00:00+00:00,0,0,33,0,5,0,0,0,0,0
2023-05-05 03:10:00+00:00,3,0,56,0,5,0,0,0,0,0
2023-05-05 03:20:00+00:00,1,0,81,0,2,0,0,0,0,0
2023-05-05 03:30:00+00:00,0,0,86,0,5,0,0,0,0,0
2023-05-05 03:40:00+00:00,2,0,82,0,10,0,1,0,0,0
2023-05-05 03:50:00+00:00,2,0,77,0,4,0,0,0,0,0
2023-05-05 04:00:00+00:00,1,0,68,0,9,0,0,0,0,0
2023-05-05 04:10:00+00:00,2,0,97,0,10,0,0,1,0,0
2023-05-05 04:20:00+00:00,2,1,107,0,15,0,0,0,1,0
2023-05-05 04:30:00+00:00,3,0,100,0,24,0,2,0,1,0
2023-05-05 04:40:00+00:00,0,0,105,0,14,0,0,0,0,0
2023-05-05 04:50:00+00:00,1,0,124,0,12,0,0,0,1,0
2023-05-05 05:00:00+00:00,1,0,104,0,7,0,0,0,0,0
2023-05-05 05:10:00+00:00,0,0,142,0,7,1,0,0,0,0
2023-05-05 05:20:00+00:00,2,0,123,0,9,0,0,0,0,1
2023-05-05 05:30:00+00:00,4,0,140,0,10,0,5,1,0,0
2023-05-05 05:40:00+00:00,2,5,140,0,9,2,0,0,0,0
2023-05-05 05:50:00+00:00,4,0,101,0,7,0,1,0,0,0
2023-05-05 06:00:00+00:00,2,0,113,0,11,0,0,0,0,0
2023-05-05 06:10:00+00:00,0,0,111,0,11,0,1,0,0,0
2023-05-05 06:20:00+00:00,2,0,112,0,15,0,0,1,0,0
2023-05-05 06:30:00+00:00,1,0,103,0,12,0,0,1,0,1
2023-05-05 06:40:00+00:00,1,0,98,0,12,0,0,0,0,0
2023-05-05 06:50:00+00:00,2,0,94,0,7,0,0,0,0,0
2023-05-05 07:00:00+00:00,2,0,66,0,2,0,0,1,0,0
2023-05-05 07:10:00+00:00,2,0,93,0,5,0,0,0,0,0
2023-05-05 07:20:00+00:00,1,0,115,0,5,0,0,2,0,0
2023-05-05 07:30:00+00:00,1,1,104,0,11,0,0,0,0,0
2023-05-05 07:40:00+00:00,3,0,96,0,5,0,0,0,0,0
2023-05-05 07:50:00+00:00,1,0,62,0,11,0,0,2,0,0
2023-05-05 08:00:00+00:00,2,0,89,0,9,0,0,0,0,0
2023-05-05 08:10:00+00:00,3,1,75,0,9,0,1,1,1,0
2023-05-05 08:20:00+00:00,2,0,85,0,5,0,0,0,0,0
2023-05-05 08:30:00+00:00,6,0,76,0,2,0,0,0,0,0
2023-05-05 08:40:00+00:00,3,0,90,0,8,0,1,0,0,0
2023-05-05 08:50:00+00:00,1,0,65,0,2,0,1,2,0,0
2023-05-05 09:00:00+00:00,4,0,84,0,6,0,0,1,0,0
2023-05-05 09:10:00+00:00,2,0,101,0,3,1,0,2,0,0
2023-05-05 09:20:00+00:00,4,0,71,0,6,0,1,1,0,0
2023-05-05 09:30:00+00:00,1,0,84,0,5,0,0,0,0,0
2023-05-05 09:40:00+00:00,3,0,63,0,8,0,0,1,0,0
2023-05-05 09:50:00+00:00,0,0,78,0,2,0,0,0,0,0
2023-05-05 10:00:00+00:00,2,0,75,0,5,0,0,3,0,0
2023-05-05 10:10:00+00:00,1,0,77,0,8,0,1,1,0,0
2023-05-05 10:20:00+00:00,1,0,90,0,3,0,1,4,0,0
2023-05-05 10:30:00+00:00,3,0,83,0,0,0,0,2,0,0
2023-05-05 10:40:00+00:00,3,2,83,0,6,0,3,4,0,0
2023-05-05 10:50:00+00:00,1,0,90,0,4,0,1,0,0,0
2023-05-05 11:00:00+00:00,0,0,90,0,6,0,0,0,0,0
2023-05-05 11:10:00+00:00,2,0,93,0,6,0,1,1,0,0
2023-05-05 11:20:00+00:00,2,0,114,0,7,0,0,4,0,0
2023-05-05 11:30:00+00:00,0,0,90,1,5,0,0,1,0,0
2023-05-05 11:40:00+00:00,0,0,90,0,4,0,0,2,0,0
2023-05-05 11:50:00+00:00,2,0,93,0,4,0,0,1,0,0
2023-05-05 12:00:00+00:00,1,0,109,0,7,0,0,2,0,0
2023-05-05 12:10:00+00:00,1,0,118,0,2,0,0,1,0,0
2023-05-05 12:20:00+00:00,1,0,110,0,6,1,0,2,0,0
2023-05-05 12:30:00+00:00,0,0,123,1,5,0,0,1,0,0
2023-05-05 12:40:00+00:00,1,0,109,0,7,0,0,0,0,0
2023-05-05 12:50:00+00:00,0,0,88,0,6,0,0,0,0,0
2023-05-05 13:00:00+00:00,1,0,105,0,6,0,0,1,0,0
2023-05-05 13:10:00+00:00,1,0,104,0,2,0,0,1,0,0
2023-05-05 13:20:00+00:00,1,0,98,0,2,0,0,1,0,0
2023-05-05 13:30:00+00:00,3,1,93,0,3,1,2,2,0,0
2023-05-05 13:40:00+00:00,2,1,102,0,6,0,0,1,0,0
2023-05-05 13:50:00+00:00,1,2,108,0,2,0,0,2,0,0
2023-05-05 14:00:00+00:00,1,0,97,0,1,0,0,1,0,0
2023-05-05 14:10:00+00:00,0,0,115,0,2,0,1,0,0,0
