,Motorrad (R),LKW (S),LKW (R),Transporter (S),Kleintransporter (R),Kleintransporter (S),PKW (S),Fahrräder,Motorrad (S),PKW (R),Transporter (R)
2023-05-04 15:10:00+00:00,,3,,37,,3,49,28,14,,
2023-05-04 15:20:00+00:00,,0,,31,,3,42,27,12,,
2023-05-04 15:30:00+00:00,,2,,28,,1,59,31,21,,
2023-05-04 15:40:00+00:00,,1,,38,,0,43,28,5,,
2023-05-04 15:50:00+00:00,,0,,44,,0,67,35,8,,
2023-05-04 16:00:00+00:00,,0,,31,,0,41,32,2,,
2023-05-04 16:10:00+00:00,,3,,27,,0,39,38,0,,
2023-05-04 16:20:00+00:00,,1,,12,,0,35,35,1,,
2023-05-04 16:30:00+00:00,,2,,18,,0,39,29,1,,
2023-05-04 16:40:00+00:00,,1,,17,,0,20,27,0,,
2023-05-04 16:50:00+00:00,,0,,22,,0,31,19,3,,
2023-05-04 17:00:00+00:00,,2,,26,,0,36,13,3,,
2023-05-04 17:10:00+00:00,,0,,13,,0,43,15,1,,
2023-05-04 17:20:00+00:00,,1,,17,,0,39,17,3,,
2023-05-04 17:30:00+00:00,,2,,25,,0,31,15,2,,
2023-05-04 17:40:00+00:00,,0,,10,,1,54,17,1,,
2023-05-04 17:50:00+00:00,,2,,8,,0,43,15,1,,
2023-05-04 18:00:00+00:00,,0,,22,,0,64,14,6,,
2023-05-04 18:10:00+00:00,,0,,23,,0,52,11,0,,
2023-05-04 18:20:00+00:00,,0,,19,,2,43,19,3,,
2023-05-04 18:30:00+00:00,,1,,16,,0,37,15,2,,
2023-05-04 18:40:00+00:00,,2,,16,,0,46,17,3,,
2023-05-04 18:50:00+00:00,,1,,18,,1,40,11,4,,
2023-05-04 19:00:00+00:00,,0,,20,,1,48,10,3,,
2023-05-04 19:10:00+00:00,,0,,23,,0,24,15,0,,
2023-05-04 19:20:00+00:00,,4,,21,,0,24,10,2,,
2023-05-04 19:30:00+00:00,,0,,19,,2,16,10,4,,
2023-05-04 19:40:00+00:00,,0,,15,,0,26,12,2,,
2023-05-04 19:50:00+00:00,,0,,16,,0,26,19,2,,
2023-05-04 20:00:00+00:00,,0,,21,,0,18,9,1,,
2023-05-04 20:10:00+00:00,,0,,15,,0,34,10,1,,
2023-05-04 20:20:00+00:00,,1,,13,,2,35,14,1,,
2023-05-04 20:30:00+00:00,,0,,18,,1,42,7,3,,
2023-05-04 20:40:00+00:00,,0,,20,,0,29,5,4,,
2023-05-04 20:50:00+00:00,,1,,11,,0,24,7,1,,
2023-05-04 21:00:00+00:00,,1,,16,,0,25,7,0,,
2023-05-04 21:10:00+00:00,,0,,13,,0,19,8,4,,
2023-05-04 21:20:00+00:00,,3,,22,,0,16,9,1,,
2023-05-04 21:30:00+00:00,,1,,18,,0,22,11,0,,
2023-05-04 21:40:00+00:00,,0,,18,,0,27,9,1,,
2023-05-04 21:50:00+00:00,,0,,11,,0,14,6,0,,
2023-05-04 22:00:00+00:00,,0,,7,,0,11,7,3,,
2023-05-04 22:10:00+00:00,,0,,8,,0,4,10,1,,
2023-05-04 22:20:00+00:00,,0,,4,,0,6,2,1,,
2023-05-04 22:30:00+00:00,,0,,8,,0,8,2,3,,
2023-05-04 22:40:00+00:00,,0,,3,,0,0,4,1,,
2023-05-04 22:50:00+00:00,,0,,2,,0,2,2,0,,
2023-05-04 23:00:00+00:00,,0,,2,,0,1,7,0,,
2023-05-04 23:10:00+00:00,,0,,5,,0,4,3,2,,
2023-05-04 23:20:00+00:00,,0,,2,,0,2,2,0,,
2023-05-04 23:30:00+00:00,,0,,4,,0,2,4,0,,
2023-05-04 23:40:00+00:00,,0,,1,,0,1,2,0,,
2023-05-04 23:50:00+00:00,,0,,0,,0,3,4,0,,
2023-05-05 00:00:00+00:00,,0,,0,,0,2,2,0,,
2023-05-05 00:10:00+00:00,,0,,3,,0,1,0,0,,
2023-05-05 00:20:00+00:00,,0,,3,,0,1,3,0,,
2023-05-05 00:30:00+00:00,,0,,1,,0,0,0,0,,
2023-05-05 00:40:00+00:00,,0,,0,,0,0,1,0,,
2023-05-05 00:50:00+00:00,,0,,2,,0,1,1,0,,
2023-05-05 01:00:00+00:00,,0,,2,,0,0,0,0,,
2023-05-05 01:10:00+00:00,,0,,3,,0,0,2,0,,
2023-05-05 01:20:00+00:00,,0,,1,,0,7,1,0,,
2023-05-05 01:30:00+00:00,,0,,0,,0,3,0,0,,
2023-05-05 01:40:00+00:00,,0,,5,,0,0,3,0,,
2023-05-05 01:50:00+00:00,,0,,0,,0,0,3,0,,
2023-05-05 02:00:00+00:00,,0,,2,,0,4,1,0,,
2023-05-05 02:10:00+00:00,,0,,3,,0,2,2,0,,
2023-05-05 02:20:00+00:00,,0,,0,,0,1,0,0,,
2023-05-05 02:30:00+00:00,,0,,3,,0,4,0,0,,
2023-05-05 02:40:00+00:00,,0,,4,,0,2,1,0,,
2023-05-05 02:50:00+00:00,,0,,3,,0,1,1,0,,
2023-05-05 03:00:00+00:00,,0,,1,,0,8,3,0,,
2023-05-05 03:10:00+00:00,,0,,3,,2,3,1,0,,
2023-05-05 03:20:00+00:00,,1,,4,,0,4,3,0,,
2023-05-05 03:30:00+00:00,,0,,10,,0,7,4,0,,
2023-05-05 03:40:00+00:00,,4,,14,,0,18,8,1,,
2023-05-05 03:50:00+00:00,,0,,15,,0,14,7,2,,
2023-05-05 04:00:00+00:00,,0,,14,,0,19,6,0,,
2023-05-05 04:10:00+00:00,,0,,15,,0,21,11,0,,
2023-05-05 04:20:00+00:00,,1,,24,,0,11,7,1,,
2023-05-05 04:30:00+00:00,,0,,21,,0,18,7,1,,
2023-05-05 04:40:00+00:00,,0,,32,,0,19,10,4,,
2023-05-05 04:50:00+00:00,,0,,17,,0,17,10,3,,
2023-05-05 05:00:00+00:00,,0,,33,,1,24,16,2,,
2023-05-05 05:10:00+00:00,,1,,25,,1,16,11,2,,
2023-05-05 05:20:00+00:00,,0,,31,,7,36,18,2,,
2023-05-05 05:30:00+00:00,,4,,24,,1,37,18,4,,
2023-05-05 05:40:00+00:00,,0,,33,,0,28,20,4,,
2023-05-05 05:50:00+00:00,,0,,29,,0,34,29,2,,
2023-05-05 06:00:00+00:00,,2,,28,,0,30,20,4,,
2023-05-05 06:10:00+00:00,,0,,35,,0,37,20,4,,
2023-05-05 06:20:00+00:00,,1,,31,,0,38,15,2,,
2023-05-05 06:30:00+00:00,,1,,27,,1,30,29,3,,
2023-05-05 06:40:00+00:00,,1,,24,,0,28,31,0,,
2023-05-05 06:50:00+00:00,,3,,24,,1,40,20,2,,
2023-05-05 07:00:00+00:00,,0,,21,,0,22,29,1,,
2023-05-05 07:10:00+00:00,,0,,31,,1,26,27,2,,
2023-05-05 07:20:00+00:00,,0,,36,,0,20,14,2,,
2023-05-05 07:30:00+00:00,,7,,30,,0,27,15,0,,
2023-05-05 07:40:00+00:00,,0,,22,,0,40,20,1,,
2023-05-05 07:50:00+00:00,,4,,30,,1,28,18,2,,
2023-05-05 08:00:00+00:00,,0,,23,,1,27,23,1,,
2023-05-05 08:10:00+00:00,,3,,20,,4,38,24,0,,
2023-05-05 08:20:00+00:00,,1,,25,,1,22,15,0,,
2023-05-05 08:30:00+00:00,,3,,27,,0,28,15,3,,
2023-05-05 08:40:00+00:00,,1,,18,,1,44,20,0,,
2023-05-05 08:50:00+00:00,,1,,26,,0,15,19,0,,
2023-05-05 09:00:00+00:00,,1,,22,,4,35,15,1,,
2023-05-05 09:10:00+00:00,,4,,26,,2,39,18,0,,
2023-05-05 09:20:00+00:00,,0,,28,,0,23,18,0,,
2023-05-05 09:30:00+00:00,,0,,26,,2,21,14,0,,
2023-05-05 09:40:00+00:00,,0,,27,,0,26,14,2,,
2023-05-05 09:50:00+00:00,,0,,22,,1,24,12,1,,
2023-05-05 10:00:00+00:00,,0,,22,,3,24,18,1,,
2023-05-05 10:10:00+00:00,,0,,16,,3,45,21,2,,
2023-05-05 10:20:00+00:00,,1,,27,,1,44,19,0,,
2023-05-05 10:30:00+00:00,,1,,22,,1,36,23,0,,
2023-05-05 10:40:00+00:00,,0,,28,,1,21,23,2,,
2023-05-05 10:50:00+00:00,,2,,35,,2,42,23,0,,
2023-05-05 11:00:00+00:00,,0,,26,,1,26,19,4,,
2023-05-05 11:10:00+00:00,,2,,28,,1,41,19,0,,
2023-05-05 11:20:00+00:00,,0,,22,,0,37,25,5,,
2023-05-05 11:30:00+00:00,,2,,14,,0,30,28,3,,
2023-05-05 11:40:00+00:00,,0,,26,,0,22,28,1,,
2023-05-05 11:50:00+00:00,,1,,26,,0,31,31,0,,
2023-05-05 12:00:00+00:00,,2,,16,,2,28,20,1,,
2023-05-05 12:10:00+00:00,,3,,8,,2,25,23,1,,
2023-05-05 12:20:00+00:00,,2,,25,,0,32,16,0,,
2023-05-05 12:30:00+00:00,,2,,24,,0,20,26,1,,
2023-05-05 12:40:00+00:00,,0,,26,,1,55,22,1,,
2023-05-05 12:50:00+00:00,,3,,27,,2,29,25,1,,
2023-05-05 13:00:00+00:00,,4,,35,,1,43,19,1,,
2023-05-05 13:10:00+00:00,,0,,27,,0,45,21,0,,
2023-05-05 13:20:00+00:00,,2,,24,,0,50,22,3,,
2023-05-05 13:30:00+00:00,,0,,31,,1,55,19,3,,
2023-05-05 13:40:00+00:00,,2,,23,,1,46,23,0,,
2023-05-05 13:50:00+00:00,,2,,22,,2,43,16,2,,
2023-05-05 14:00:00+00:00,,0,,28,,1,68,19,2,,
2023-05-05 14:10:00+00:00,,0,,19,,0,29,25,1,,
2023-05-05 14:20:00+00:00,,2,,28,,2,36,25,1,,
2023-05-05 14:30:00+00:00,,1,,27,,0,36,23,4,,
2023-05-05 14:40:00+00:00,,2,,36,,1,31,24,0,,
2023-05-05 14:50:00+00:00,,1,,24,,1,34,24,1,,
2023-05-05 15:00:00+00:00,,0,,28,,2,27,23,1,,
2023-05-05 15:10:00+00:00,,3,,37,,1,45,27,2,,
2023-05-05 15:20:00+00:00,,3,,30,,0,27,21,0,,
2023-05-05 15:30:00+00:00,,0,,18,,1,39,25,0,,
2023-05-05 15:40:00+00:00,,2,,24,,0,26,21,1,,
2023-05-05 15:50:00+00:00,,0,,34,,0,39,18,0,,
2023-05-05 16:00:00+00:00,,2,,26,,0,37,15,2,,
2023-05-05 16:10:00+00:00,,0,,20,,0,40,18,0,,
2023-05-05 16:20:00+00:00,,0,,22,,0,28,19,0,,
2023-05-05 16:30:00+00:00,,0,,20,,0,35,10,1,,
2023-05-05 16:40:00+00:00,,0,,18,,0,38,19,1,,
2023-05-05 16:50:00+00:00,,0,,11,,0,32,16,3,,
2023-05-05 17:00:00+00:00,,3,,16,,1,29,18,1,,
2023-05-05 17:10:00+00:00,,0,,8,,0,53,23,2,,
2023-05-05 17:20:00+00:00,,0,,15,,0,45,27,0,,
2023-05-05 17:30:00+00:00,,0,,15,,0,30,10,1,,
2023-05-05 17:40:00+00:00,,0,,15,,0,27,15,0,,
2023-05-05 17:50:00+00:00,,0,,11,,0,34,12,2,,
2023-05-05 18:00:00+00:00,,0,,18,,0,19,16,2,,
2023-05-05 18:10:00+00:00,,0,,14,,0,29,17,1,,
2023-05-05 18:20:00+00:00,,0,,14,,0,23,19,1,,
2023-05-05 18:30:00+00:00,,0,,16,,0,19,13,1,,
2023-05-05 18:40:00+00:00,,3,,19,,0,22,16,0,,
2023-05-05 18:50:00+00:00,,0,,13,,0,16,17,0,,
2023-05-05 19:00:00+00:00,,0,,10,,1,31,15,1,,
2023-05-05 19:10:00+00:00,,0,,13,,0,29,10,1,,
2023-05-05 19:20:00+00:00,,1,,14,,0,25,12,0,,
2023-05-05 19:30:00+00:00,,0,,11,,0,22,14,2,,
2023-05-05 19:40:00+00:00,,3,,22,,0,28,16,1,,
2023-05-05 19:50:00+00:00,,0,,20,,0,23,17,0,,
2023-05-05 20:00:00+00:00,,1,,11,,0,40,7,2,,
2023-05-05 20:10:00+00:00,,0,,0,,0,51,15,1,,
2023-05-05 20:20:00+00:00,,0,,14,,0,21,8,2,,
2023-05-05 20:30:00+00:00,,0,,11,,0,28,14,1,,
2023-05-05 20:40:00+00:00,,0,,17,,0,42,12,0,,
2023-05-05 20:50:00+00:00,,0,,20,,0,27,9,1,,
2023-05-05 21:00:00+00:00,,0,,18,,0,33,8,0,,
2023-05-05 21:10:00+00:00,,0,,19,,0,19,6,1,,
2023-05-05 21:20:00+00:00,,0,,19,,0,26,8,2,,
2023-05-05 21:30:00+00:00,,0,,25,,0,22,4,1,,
2023-05-05 21:40:00+00:00,,1,,19,,1,25,6,3,,
2023-05-05 21:50:00+00:00,,4,,17,,0,15,9,2,,
2023-05-05 22:00:00+00:00,,0,,18,,0,20,7,0,,
2023-05-05 22:10:00+00:00,,0,,17,,0,21,3,3,,
2023-05-05 22:20:00+00:00,,0,,15,,0,16,5,2,,
2023-05-05 22:30:00+00:00,,0,,11,,1,13,6,3,,
2023-05-05 22:40:00+00:00,,0,,14,,0,21,4,1,,
2023-05-05 22:50:00+00:00,,0,,6,,0,7,8,0,,
2023-05-05 23:00:00+00:00,,0,,5,,0,13,2,0,,
2023-05-05 23:10:00+00:00,,0,,8,,0,3,8,0,,
2023-05-05 23:20:00+00:00,,0,,10,,0,3,4,0,,
2023-05-05 23:30:00+00:00,,0,,5,,0,2,1,0,,
2023-05-05 23:40:00+00:00,,0,,5,,0,3,4,1,,
2023-05-05 23:50:00+00:00,,0,,4,,0,2,6,0,,
2023-05-06 00:00:00+00:00,,0,,0,,0,3,2,0,,
2023-05-06 00:10:00+00:00,,0,,2,,0,1,1,1,,
2023-05-06 00:20:00+00:00,,0,,2,,0,5,0,0,,
2023-05-06 00:30:00+00:00,,0,,4,,0,2,2,0,,
2023-05-06 00:40:00+00:00,,0,,3,,0,3,4,0,,
2023-05-06 00:50:00+00:00,,0,,0,,0,0,2,0,,
2023-05-06 01:00:00+00:00,,0,,4,,0,3,5,0,,
2023-05-06 01:10:00+00:00,,0,,6,,0,3,0,0,,
2023-05-06 01:20:00+00:00,,0,,4,,0,1,6,0,,
2023-05-06 01:30:00+00:00,,0,,3,,0,3,1,0,,
2023-05-06 01:40:00+00:00,,0,,4,,0,3,1,0,,
2023-05-06 01:50:00+00:00,,0,,1,,0,4,0,1,,
2023-05-06 02:00:00+00:00,,0,,1,,0,1,1,0,,
2023-05-06 02:10:00+00:00,,0,,5,,0,5,2,0,,
2023-05-06 02:20:00+00:00,,0,,3,,0,3,1,0,,
2023-05-06 02:30:00+00:00,,0,,2,,0,2,0,0,,
2023-05-06 02:40:00+00:00,,0,,3,,0,2,3,1,,
2023-05-06 02:50:00+00:00,,0,,0,,0,1,2,0,,
2023-05-06 03:00:00+00:00,,0,,4,,0,0,0,0,,
2023-05-06 03:10:00+00:00,,0,,5,,0,1,3,0,,
2023-05-06 03:20:00+00:00,,1,,3,,0,8,4,0,,
2023-05-06 03:30:00+00:00,,0,,4,,0,10,3,0,,
2023-05-06 03:40:00+00:00,,0,,3,,0,1,2,1,,
2023-05-06 03:50:00+00:00,,0,,5,,0,3,6,0,,
2023-05-06 04:00:00+00:00,,0,,5,,0,4,4,0,,
2023-05-06 04:10:00+00:00,,0,,8,,0,8,2,0,,
2023-05-06 04:20:00+00:00,,0,,10,,0,1,5,0,,
2023-05-06 04:30:00+00:00,,1,,9,,1,6,5,5,,
2023-05-06 04:40:00+00:00,,0,,11,,0,5,2,1,,
2023-05-06 04:50:00+00:00,,0,,13,,0,4,2,0,,
2023-05-06 05:00:00+00:00,,0,,4,,0,4,3,0,,
2023-05-06 05:10:00+00:00,,0,,9,,0,5,2,0,,
2023-05-06 05:20:00+00:00,,0,,13,,0,1,5,1,,
2023-05-06 05:30:00+00:00,,0,,7,,0,9,1,0,,
2023-05-06 05:40:00+00:00,,0,,17,,0,10,6,0,,
2023-05-06 05:50:00+00:00,,0,,16,,0,8,5,0,,
2023-05-06 06:00:00+00:00,,0,,12,,0,8,9,0,,
2023-05-06 06:10:00+00:00,,0,,12,,0,20,9,0,,
2023-05-06 06:20:00+00:00,,0,,12,,0,11,12,1,,
2023-05-06 06:30:00+00:00,,0,,12,,0,3,3,0,,
2023-05-06 06:40:00+00:00,,0,,13,,0,11,8,1,,
2023-05-06 06:50:00+00:00,,0,,15,,0,9,11,0,,
2023-05-06 07:00:00+00:00,,0,,22,,0,15,20,0,,
2023-05-06 07:10:00+00:00,,0,,19,,0,19,20,0,,
2023-05-06 07:20:00+00:00,,0,,13,,0,16,13,1,,
2023-05-06 07:30:00+00:00,,0,,19,,2,22,11,0,,
2023-05-06 07:40:00+00:00,,0,,23,,0,25,14,0,,
2023-05-06 07:50:00+00:00,,2,,22,,1,13,15,0,,
2023-05-06 08:00:00+00:00,,0,,15,,1,48,16,1,,
2023-05-06 08:10:00+00:00,,4,,22,,1,26,26,0,,
2023-05-06 08:20:00+00:00,,0,,22,,1,48,15,0,,
2023-05-06 08:30:00+00:00,,0,,23,,0,25,30,0,,
2023-05-06 08:40:00+00:00,,1,,16,,0,38,15,6,,
2023-05-06 08:50:00+00:00,,0,,20,,1,40,18,1,,
2023-05-06 09:00:00+00:00,,0,,27,,0,32,22,0,,
2023-05-06 09:10:00+00:00,,1,,22,,0,32,28,1,,
2023-05-06 09:20:00+00:00,,1,,21,,1,28,28,1,,
2023-05-06 09:30:00+00:00,,2,,21,,1,14,30,1,,
2023-05-06 09:40:00+00:00,,1,,22,,0,41,16,0,,
2023-05-06 09:50:00+00:00,,0,,17,,0,30,16,1,,
2023-05-06 10:00:00+00:00,,0,,26,,2,20,12,1,,
2023-05-06 10:10:00+00:00,,2,,22,,1,27,11,0,,
2023-05-06 10:20:00+00:00,,0,,17,,4,54,16,3,,
2023-05-06 10:30:00+00:00,,0,,24,,2,19,18,0,,
2023-05-06 10:40:00+00:00,,2,,21,,2,42,19,0,,
2023-05-06 10:50:00+00:00,,2,,20,,0,31,14,0,,
2023-05-06 11:00:00+00:00,,1,,30,,0,43,17,1,,
2023-05-06 11:10:00+00:00,,1,,20,,0,28,13,1,,
2023-05-06 11:20:00+00:00,,0,,22,,0,45,22,2,,
2023-05-06 11:30:00+00:00,,0,,18,,2,24,18,1,,
2023-05-06 11:40:00+00:00,,3,,23,,3,30,20,3,,
2023-05-06 11:50:00+00:00,,2,,20,,0,14,12,0,,
2023-05-06 12:00:00+00:00,,1,,18,,0,49,18,3,,
2023-05-06 12:10:00+00:00,,0,,22,,0,31,29,2,,
2023-05-06 12:20:00+00:00,,1,,24,,0,25,14,2,,
2023-05-06 12:30:00+00:00,,3,,20,,1,30,22,3,,
2023-05-06 12:40:00+00:00,,1,,21,,0,25,20,1,,
2023-05-06 12:50:00+00:00,,0,,23,,0,41,17,2,,
2023-05-06 13:00:00+00:00,,1,,20,,0,23,24,0,,
2023-05-06 13:10:00+00:00,,2,,18,,0,48,16,4,,
2023-05-06 13:20:00+00:00,,4,,20,,0,30,19,11,,
2023-05-06 13:30:00+00:00,,0,,20,,1,26,10,2,,
2023-05-06 13:40:00+00:00,,2,,30,,0,26,15,8,,
2023-05-06 13:50:00+00:00,,1,,15,,0,36,22,8,,
2023-05-06 14:00:00+00:00,,0,,12,,0,37,12,5,,
2023-05-06 14:10:00+00:00,,0,,13,,0,42,24,16,,
2023-05-06 14:20:00+00:00,,1,,18,,1,19,20,8,,
2023-05-06 14:30:00+00:00,,3,,14,,3,19,18,6,,
2023-05-06 14:40:00+00:00,,1,,17,,2,48,10,9,,
2023-05-06 14:50:00+00:00,,1,,22,,0,19,16,2,,
2023-05-06 15:00:00+00:00,,5,,17,,2,30,19,4,,
2023-05-06 15:10:00+00:00,,0,,18,,2,35,18,5,,
2023-05-06 15:20:00+00:00,,1,,14,,0,39,15,2,,
2023-05-06 15:30:00+00:00,,0,,17,,0,20,22,1,,
2023-05-06 15:40:00+00:00,,1,,24,,0,37,28,0,,
2023-05-06 15:50:00+00:00,,0,,24,,0,25,28,2,,
2023-05-06 16:00:00+00:00,,1,,17,,0,32,23,0,,
2023-05-06 16:10:00+00:00,,0,,31,,0,31,26,0,,
2023-05-06 16:20:00+00:00,,4,,23,,0,46,15,1,,
2023-05-06 16:30:00+00:00,,1,,22,,0,36,24,2,,
2023-05-06 16:40:00+00:00,,1,,18,,6,32,25,2,,
2023-05-06 16:50:00+00:00,,2,,12,,2,28,16,0,,
2023-05-06 17:00:00+00:00,,1,,23,,0,29,20,0,,
2023-05-06 17:10:00+00:00,,0,,23,,0,24,12,1,,
2023-05-06 17:20:00+00:00,,6,,17,,1,28,26,2,,
2023-05-06 17:30:00+00:00,,1,,25,,3,38,12,2,,
2023-05-06 17:40:00+00:00,,4,,18,,3,24,19,2,,
2023-05-06 17:50:00+00:00,,0,,19,,0,52,24,3,,
2023-05-06 18:00:00+00:00,,0,,24,,0,25,15,1,,
2023-05-06 18:10:00+00:00,,0,,27,,0,24,13,1,,
2023-05-06 18:20:00+00:00,,2,,17,,0,36,19,0,,
2023-05-06 18:30:00+00:00,,0,,18,,0,40,18,2,,
2023-05-06 18:40:00+00:00,,1,,21,,0,25,18,0,,
2023-05-06 18:50:00+00:00,,0,,20,,0,38,19,2,,
2023-05-06 19:00:00+00:00,,0,,25,,0,46,14,0,,
2023-05-06 19:10:00+00:00,,0,,19,,0,21,13,2,,
2023-05-06 19:20:00+00:00,,2,,37,,1,34,10,0,,
2023-05-06 19:30:00+00:00,,2,,23,,0,21,16,0,,
2023-05-06 19:40:00+00:00,,0,,26,,0,40,16,2,,
2023-05-06 19:50:00+00:00,,0,,31,,0,38,13,2,,
2023-05-06 20:00:00+00:00,,0,,20,,0,27,13,1,,
2023-05-06 20:10:00+00:00,,2,,23,,1,30,13,2,,
2023-05-06 20:20:00+00:00,,0,,24,,0,34,9,0,,
2023-05-06 20:30:00+00:00,,1,,24,,0,33,10,0,,
2023-05-06 20:40:00+00:00,,0,,31,,0,26,14,0,,
2023-05-06 20:50:00+00:00,,0,,18,,0,29,12,0,,
2023-05-06 21:00:00+00:00,,0,,22,,0,30,6,0,,
2023-05-06 21:10:00+00:00,,5,,18,,2,22,10,4,,
2023-05-06 21:20:00+00:00,,0,,24,,1,32,9,1,,
2023-05-06 21:30:00+00:00,,0,,15,,1,34,9,1,,
2023-05-06 21:40:00+00:00,,0,,15,,1,27,11,0,,
2023-05-06 21:50:00+00:00,,2,,29,,0,16,5,1,,
2023-05-06 22:00:00+00:00,,1,,23,,0,29,9,1,,
2023-05-06 22:10:00+00:00,,0,,24,,0,22,11,0,,
2023-05-06 22:20:00+00:00,,0,,21,,0,25,10,0,,
2023-05-06 22:30:00+00:00,,0,,25,,0,15,10,1,,
2023-05-06 22:40:00+00:00,,0,,20,,0,28,6,1,,
2023-05-06 22:50:00+00:00,,0,,12,,0,9,6,0,,
2023-05-06 23:00:00+00:00,,0,,13,,0,7,5,0,,
2023-05-06 23:10:00+00:00,,0,,6,,0,11,6,1,,
2023-05-06 23:20:00+00:00,,0,,9,,0,6,3,0,,
2023-05-06 23:30:00+00:00,,0,,10,,0,8,8,0,,
2023-05-06 23:40:00+00:00,,0,,6,,0,6,7,0,,
2023-05-06 23:50:00+00:00,,0,,4,,0,7,7,0,,
2023-05-07 00:00:00+00:00,,0,,2,,0,6,3,3,,
2023-05-07 00:10:00+00:00,,0,,6,,0,3,3,0,,
2023-05-07 00:20:00+00:00,,0,,9,,0,5,8,0,,
2023-05-07 00:30:00+00:00,,0,,6,,0,3,5,0,,
2023-05-07 00:40:00+00:00,,0,,1,,0,2,6,1,,
2023-05-07 00:50:00+00:00,,1,,5,,0,5,4,1,,
2023-05-07 01:00:00+00:00,,0,,6,,0,4,3,0,,
2023-05-07 01:10:00+00:00,,0,,10,,0,5,4,1,,
2023-05-07 01:20:00+00:00,,1,,3,,0,5,4,0,,
2023-05-07 01:30:00+00:00,,0,,6,,0,2,2,1,,
2023-05-07 01:40:00+00:00,,0,,4,,0,1,1,0,,
2023-05-07 01:50:00+00:00,,0,,4,,0,1,1,0,,
2023-05-07 02:00:00+00:00,,0,,3,,0,2,2,0,,
2023-05-07 02:10:00+00:00,,0,,2,,0,10,1,0,,
2023-05-07 02:20:00+00:00,,0,,2,,0,3,2,0,,
2023-05-07 02:30:00+00:00,,0,,4,,0,4,6,0,,
2023-05-07 02:40:00+00:00,,0,,3,,0,8,3,0,,
2023-05-07 02:50:00+00:00,,0,,2,,0,3,2,0,,
2023-05-07 03:00:00+00:00,,0,,3,,0,3,1,0,,
2023-05-07 03:10:00+00:00,,0,,3,,0,2,2,1,,
2023-05-07 03:20:00+00:00,,0,,3,,0,2,4,0,,
2023-05-07 03:30:00+00:00,,0,,8,,0,3,3,0,,
2023-05-07 03:40:00+00:00,,0,,3,,0,3,2,0,,
2023-05-07 03:50:00+00:00,,0,,4,,0,3,7,1,,
2023-05-07 04:00:00+00:00,,0,,2,,0,3,2,0,,
2023-05-07 04:10:00+00:00,,0,,4,,0,0,1,0,,
2023-05-07 04:20:00+00:00,,0,,8,,0,2,4,2,,
2023-05-07 04:30:00+00:00,,0,,4,,0,5,2,0,,
2023-05-07 04:40:00+00:00,,0,,8,,0,4,1,0,,
2023-05-07 04:50:00+00:00,,0,,8,,0,2,5,0,,
2023-05-07 05:00:00+00:00,,0,,5,,0,0,1,0,,
2023-05-07 05:10:00+00:00,,0,,4,,0,5,1,0,,
2023-05-07 05:20:00+00:00,,0,,3,,1,2,1,0,,
2023-05-07 05:30:00+00:00,,0,,0,,2,2,3,1,,
2023-05-07 05:40:00+00:00,,2,,1,,1,1,4,0,,
2023-05-07 05:50:00+00:00,,2,,3,,2,0,1,0,,
2023-05-07 06:00:00+00:00,,1,,2,,0,0,8,1,,
2023-05-07 06:10:00+00:00,,0,,3,,0,3,8,0,,
2023-05-07 06:20:00+00:00,,0,,7,,0,3,1,0,,
2023-05-07 06:30:00+00:00,,0,,4,,0,0,2,0,,
2023-05-07 06:40:00+00:00,,0,,5,,0,1,2,0,,
2023-05-07 06:50:00+00:00,,0,,5,,0,3,5,0,,
2023-05-07 07:00:00+00:00,,0,,5,,0,7,7,0,,
2023-05-07 07:10:00+00:00,,0,,6,,0,8,9,2,,
2023-05-07 07:20:00+00:00,,1,,8,,1,7,13,0,,
2023-05-07 07:30:00+00:00,,1,,10,,0,10,7,0,,
2023-05-07 07:40:00+00:00,,0,,5,,0,12,9,0,,
2023-05-07 07:50:00+00:00,,1,,9,,0,7,4,1,,
2023-05-07 08:00:00+00:00,,0,,8,,0,8,9,0,,
2023-05-07 08:10:00+00:00,,0,,8,,0,8,14,1,,
2023-05-07 08:20:00+00:00,,0,,10,,0,10,9,1,,
2023-05-07 08:30:00+00:00,,0,,13,,0,10,8,0,,
2023-05-07 08:40:00+00:00,,0,,15,,0,8,12,0,,
2023-05-07 08:50:00+00:00,,0,,14,,0,15,11,0,,
2023-05-07 09:00:00+00:00,,0,,10,,0,15,8,0,,
2023-05-07 09:10:00+00:00,,0,,9,,0,11,15,0,,
2023-05-07 09:20:00+00:00,,0,,14,,3,23,6,0,,
2023-05-07 09:30:00+00:00,,0,,24,,0,23,11,3,,
2023-05-07 09:40:00+00:00,,1,,14,,1,20,10,0,,
2023-05-07 09:50:00+00:00,,0,,18,,0,13,9,0,,
2023-05-07 10:00:00+00:00,,0,,10,,0,15,15,2,,
2023-05-07 10:10:00+00:00,,1,,14,,1,15,20,1,,
2023-05-07 10:20:00+00:00,,1,,15,,0,23,14,2,,
2023-05-07 10:30:00+00:00,,0,,9,,0,21,12,1,,
2023-05-07 10:40:00+00:00,,1,,15,,1,26,7,2,,
2023-05-07 10:50:00+00:00,,1,,18,,1,25,11,2,,
2023-05-07 11:00:00+00:00,,3,,14,,7,7,23,0,,
2023-05-07 11:10:00+00:00,,1,,17,,0,20,18,1,,
