,Motorrad (R),LKW (S),LKW (R),Transporter (S),Kleintransporter (R),Kleintransporter (S),PKW (S),Fahrräder,Motorrad (S),PKW (R),Transporter (R)
2023-05-01 19:00:00+00:00,,3,,24,,0,31,5,2,,
2023-05-01 19:10:00+00:00,,3,,30,,0,27,6,2,,
2023-05-01 19:20:00+00:00,,1,,25,,0,38,10,3,,
2023-05-01 19:30:00+00:00,,0,,26,,0,23,9,2,,
2023-05-01 19:40:00+00:00,,0,,27,,0,44,10,3,,
2023-05-01 19:50:00+00:00,,0,,25,,0,21,10,0,,
2023-05-01 20:00:00+00:00,,0,,14,,0,26,10,1,,
2023-05-01 20:10:00+00:00,,0,,20,,0,26,10,0,,
2023-05-01 20:20:00+00:00,,1,,14,,0,29,8,2,,
2023-05-01 20:30:00+00:00,,0,,24,,0,17,3,0,,
2023-05-01 20:40:00+00:00,,0,,17,,0,23,4,4,,
2023-05-01 20:50:00+00:00,,0,,16,,0,19,8,0,,
2023-05-01 21:00:00+00:00,,0,,17,,0,17,3,1,,
2023-05-01 21:10:00+00:00,,0,,14,,0,17,3,1,,
2023-05-01 21:20:00+00:00,,0,,11,,0,21,5,0,,
2023-05-01 21:30:00+00:00,,0,,14,,0,29,3,0,,
2023-05-01 21:40:00+00:00,,0,,11,,0,19,3,0,,
2023-05-01 21:50:00+00:00,,0,,5,,0,7,2,1,,
2023-05-01 22:00:00+00:00,,0,,4,,0,27,3,0,,
2023-05-01 22:10:00+00:00,,0,,2,,0,9,5,1,,
2023-05-01 22:20:00+00:00,,0,,3,,0,5,2,0,,
2023-05-01 22:30:00+00:00,,0,,2,,0,1,3,0,,
2023-05-01 22:40:00+00:00,,0,,1,,0,2,0,1,,
2023-05-01 22:50:00+00:00,,0,,5,,0,0,0,0,,
2023-05-01 23:00:00+00:00,,0,,0,,0,1,1,0,,
2023-05-01 23:10:00+00:00,,0,,2,,0,4,1,0,,
2023-05-01 23:20:00+00:00,,0,,1,,0,1,2,1,,
2023-05-01 23:30:00+00:00,,0,,1,,0,1,0,0,,
2023-05-01 23:40:00+00:00,,0,,2,,0,1,0,0,,
2023-05-01 23:50:00+00:00,,0,,1,,0,0,2,0,,
2023-05-02 00:00:00+00:00,,0,,0,,0,0,0,0,,
2023-05-02 00:10:00+00:00,,0,,0,,0,1,0,0,,
2023-05-02 00:20:00+00:00,,0,,2,,0,2,0,0,,
2023-05-02 00:30:00+00:00,,0,,0,,0,4,1,1,,
2023-05-02 00:40:00+00:00,,0,,3,,0,2,0,0,,
2023-05-02 00:50:00+00:00,,0,,1,,0,1,0,0,,
2023-05-02 01:00:00+00:00,,0,,0,,0,1,0,0,,
2023-05-02 01:10:00+00:00,,0,,1,,0,2,0,0,,
2023-05-02 01:20:00+00:00,,0,,2,,0,2,2,0,,
2023-05-02 01:30:00+00:00,,0,,1,,0,0,0,0,,
2023-05-02 01:40:00+00:00,,0,,0,,0,0,1,0,,
2023-05-02 01:50:00+00:00,,0,,1,,0,2,2,0,,
2023-05-02 02:00:00+00:00,,0,,3,,0,6,0,0,,
2023-05-02 02:10:00+00:00,,0,,3,,0,1,0,1,,
2023-05-02 02:20:00+00:00,,0,,4,,0,1,1,0,,
2023-05-02 02:30:00+00:00,,0,,3,,0,11,0,3,,
2023-05-02 02:40:00+00:00,,0,,4,,0,1,1,0,,
2023-05-02 02:50:00+00:00,,0,,4,,0,0,1,0,,
2023-05-02 03:00:00+00:00,,0,,2,,0,7,3,0,,
2023-05-02 03:10:00+00:00,,0,,7,,0,1,2,0,,
2023-05-02 03:20:00+00:00,,0,,3,,0,6,4,0,,
2023-05-02 03:30:00+00:00,,0,,8,,0,14,4,1,,
2023-05-02 03:40:00+00:00,,0,,6,,2,15,7,0,,
2023-05-02 03:50:00+00:00,,4,,11,,2,11,10,2,,
2023-05-02 04:00:00+00:00,,0,,5,,2,19,9,0,,
2023-05-02 04:10:00+00:00,,0,,6,,0,5,14,4,,
2023-05-02 04:20:00+00:00,,5,,15,,3,16,8,0,,
2023-05-02 04:30:00+00:00,,1,,18,,4,7,10,0,,
2023-05-02 04:40:00+00:00,,1,,31,,3,30,9,1,,
2023-05-02 04:50:00+00:00,,1,,22,,3,31,18,1,,
2023-05-02 05:00:00+00:00,,1,,30,,0,33,15,3,,
2023-05-02 05:10:00+00:00,,3,,27,,0,20,10,0,,
2023-05-02 05:20:00+00:00,,1,,34,,0,25,18,0,,
2023-05-02 05:30:00+00:00,,0,,21,,0,17,13,2,,
2023-05-02 05:40:00+00:00,,0,,27,,2,35,22,2,,
2023-05-02 05:50:00+00:00,,1,,30,,0,50,31,4,,
2023-05-02 06:00:00+00:00,,0,,36,,0,23,31,2,,
2023-05-02 06:10:00+00:00,,1,,38,,0,33,31,4,,
2023-05-02 06:20:00+00:00,,0,,42,,0,35,21,2,,
2023-05-02 06:30:00+00:00,,0,,26,,0,36,42,1,,
2023-05-02 06:40:00+00:00,,1,,20,,8,38,38,0,,
2023-05-02 06:50:00+00:00,,1,,29,,0,65,29,1,,
2023-05-02 07:00:00+00:00,,0,,37,,0,41,32,0,,
2023-05-02 07:10:00+00:00,,0,,16,,0,50,34,6,,
2023-05-02 07:20:00+00:00,,2,,24,,0,37,24,4,,
2023-05-02 07:30:00+00:00,,0,,20,,0,62,18,0,,
2023-05-02 07:40:00+00:00,,1,,21,,0,59,23,1,,
2023-05-02 07:50:00+00:00,,1,,16,,0,38,19,2,,
2023-05-02 08:00:00+00:00,,0,,24,,5,53,32,4,,
2023-05-02 08:10:00+00:00,,0,,25,,0,30,35,2,,
2023-05-02 08:20:00+00:00,,0,,27,,1,34,17,3,,
2023-05-02 08:30:00+00:00,,0,,27,,0,34,14,0,,
2023-05-02 08:40:00+00:00,,1,,24,,1,25,11,1,,
2023-05-02 08:50:00+00:00,,5,,25,,2,51,17,0,,
2023-05-02 09:00:00+00:00,,1,,24,,0,16,27,1,,
2023-05-02 09:10:00+00:00,,0,,16,,0,26,26,0,,
2023-05-02 09:20:00+00:00,,0,,21,,0,23,12,1,,
2023-05-02 09:30:00+00:00,,1,,21,,2,31,18,2,,
2023-05-02 09:40:00+00:00,,0,,19,,1,26,18,4,,
2023-05-02 09:50:00+00:00,,0,,23,,0,33,14,1,,
2023-05-02 10:00:00+00:00,,3,,23,,3,25,23,1,,
2023-05-02 10:10:00+00:00,,2,,22,,0,16,21,1,,
2023-05-02 10:20:00+00:00,,1,,16,,1,28,20,2,,
2023-05-02 10:30:00+00:00,,1,,15,,0,30,17,1,,
2023-05-02 10:40:00+00:00,,2,,23,,2,27,17,2,,
2023-05-02 10:50:00+00:00,,0,,20,,0,20,11,1,,
2023-05-02 11:00:00+00:00,,0,,17,,1,32,12,1,,
2023-05-02 11:10:00+00:00,,1,,20,,1,33,22,4,,
2023-05-02 11:20:00+00:00,,2,,27,,0,26,10,0,,
2023-05-02 11:30:00+00:00,,1,,22,,1,40,25,1,,
2023-05-02 11:40:00+00:00,,2,,22,,1,58,25,1,,
2023-05-02 11:50:00+00:00,,0,,27,,0,27,17,2,,
2023-05-02 12:00:00+00:00,,1,,25,,0,31,27,0,,
2023-05-02 12:10:00+00:00,,0,,20,,0,37,16,0,,
2023-05-02 12:20:00+00:00,,2,,17,,0,38,16,0,,
2023-05-02 12:30:00+00:00,,1,,18,,0,40,13,1,,
2023-05-02 12:40:00+00:00,,2,,26,,1,35,22,0,,
2023-05-02 12:50:00+00:00,,0,,19,,0,34,21,0,,
2023-05-02 13:00:00+00:00,,0,,23,,0,28,23,0,,
2023-05-02 13:10:00+00:00,,3,,23,,0,30,23,2,,
2023-05-02 13:20:00+00:00,,5,,19,,0,40,25,1,,
2023-05-02 13:30:00+00:00,,3,,25,,0,43,22,2,,
2023-05-02 13:40:00+00:00,,4,,32,,0,42,23,2,,
2023-05-02 13:50:00+00:00,,4,,20,,1,42,22,3,,
2023-05-02 14:00:00+00:00,,1,,38,,0,24,25,0,,
2023-05-02 14:10:00+00:00,,1,,18,,0,72,39,2,,
2023-05-02 14:20:00+00:00,,2,,32,,0,59,29,0,,
2023-05-02 14:30:00+00:00,,1,,30,,0,49,30,1,,
2023-05-02 14:40:00+00:00,,2,,28,,1,53,31,1,,
2023-05-02 14:50:00+00:00,,0,,31,,0,41,35,8,,
2023-05-02 15:00:00+00:00,,0,,31,,0,41,31,8,,
2023-05-02 15:10:00+00:00,,0,,32,,1,46,35,1,,
2023-05-02 15:20:00+00:00,,0,,21,,1,51,37,3,,
2023-05-02 15:30:00+00:00,,2,,30,,1,41,37,3,,
2023-05-02 15:40:00+00:00,,2,,17,,2,49,31,4,,
2023-05-02 15:50:00+00:00,,0,,19,,0,52,42,0,,
2023-05-02 16:00:00+00:00,,1,,22,,0,45,48,0,,
2023-05-02 16:10:00+00:00,,1,,15,,0,49,29,1,,
2023-05-02 16:20:00+00:00,,2,,22,,2,74,25,2,,
2023-05-02 16:30:00+00:00,,0,,20,,1,45,33,1,,
2023-05-02 16:40:00+00:00,,4,,13,,2,54,19,2,,
2023-05-02 16:50:00+00:00,,0,,15,,0,28,24,2,,
2023-05-02 17:00:00+00:00,,2,,17,,1,51,21,5,,
2023-05-02 17:10:00+00:00,,2,,17,,0,44,24,1,,
2023-05-02 17:20:00+00:00,,1,,21,,0,38,18,1,,
2023-05-02 17:30:00+00:00,,5,,15,,2,49,13,1,,
2023-05-02 17:40:00+00:00,,4,,26,,1,51,11,1,,
2023-05-02 17:50:00+00:00,,0,,15,,0,31,10,0,,
2023-05-02 18:00:00+00:00,,1,,23,,0,34,15,3,,
2023-05-02 18:10:00+00:00,,0,,22,,0,24,11,2,,
2023-05-02 18:20:00+00:00,,1,,19,,1,41,6,1,,
2023-05-02 18:30:00+00:00,,1,,23,,0,29,5,0,,
2023-05-02 18:40:00+00:00,,2,,17,,2,20,8,2,,
2023-05-02 18:50:00+00:00,,0,,26,,0,22,12,2,,
2023-05-02 19:00:00+00:00,,2,,23,,0,14,5,2,,
2023-05-02 19:10:00+00:00,,0,,21,,0,19,3,1,,
2023-05-02 19:20:00+00:00,,2,,15,,0,26,2,2,,
2023-05-02 19:30:00+00:00,,0,,11,,0,12,6,0,,
2023-05-02 19:40:00+00:00,,0,,27,,0,22,8,1,,
2023-05-02 19:50:00+00:00,,0,,14,,1,26,11,0,,
2023-05-02 20:00:00+00:00,,2,,14,,1,47,4,2,,
2023-05-02 20:10:00+00:00,,0,,23,,0,13,4,1,,
2023-05-02 20:20:00+00:00,,0,,27,,0,19,8,4,,
2023-05-02 20:30:00+00:00,,1,,22,,1,16,5,1,,
2023-05-02 20:40:00+00:00,,0,,22,,0,26,7,1,,
2023-05-02 20:50:00+00:00,,1,,17,,1,17,11,0,,
2023-05-02 21:00:00+00:00,,0,,16,,0,24,8,0,,
2023-05-02 21:10:00+00:00,,0,,8,,0,8,4,1,,
2023-05-02 21:20:00+00:00,,2,,10,,2,5,3,2,,
2023-05-02 21:30:00+00:00,,0,,15,,0,4,11,0,,
2023-05-02 21:40:00+00:00,,0,,12,,0,1,6,3,,
2023-05-02 21:50:00+00:00,,1,,7,,0,3,2,2,,
2023-05-02 22:00:00+00:00,,2,,3,,0,10,2,1,,
2023-05-02 22:10:00+00:00,,0,,7,,0,13,0,1,,
2023-05-02 22:20:00+00:00,,0,,6,,0,1,2,0,,
2023-05-02 22:30:00+00:00,,0,,5,,0,1,0,0,,
2023-05-02 22:40:00+00:00,,0,,2,,0,6,2,0,,
2023-05-02 22:50:00+00:00,,0,,3,,0,4,0,0,,
2023-05-02 23:00:00+00:00,,0,,2,,0,1,1,0,,
2023-05-02 23:10:00+00:00,,0,,6,,0,0,0,0,,
2023-05-02 23:20:00+00:00,,0,,0,,0,1,4,0,,
2023-05-02 23:30:00+00:00,,0,,2,,0,3,2,0,,
2023-05-02 23:40:00+00:00,,0,,6,,0,2,0,0,,
2023-05-02 23:50:00+00:00,,0,,1,,0,1,0,0,,
2023-05-03 00:00:00+00:00,,0,,0,,0,0,1,0,,
2023-05-03 00:10:00+00:00,,0,,1,,0,1,0,0,,
2023-05-03 00:20:00+00:00,,0,,1,,0,4,0,0,,
2023-05-03 00:30:00+00:00,,0,,0,,0,4,0,0,,
2023-05-03 00:40:00+00:00,,0,,0,,0,0,2,0,,
2023-05-03 00:50:00+00:00,,0,,2,,0,2,1,0,,
2023-05-03 01:00:00+00:00,,0,,1,,0,0,1,0,,
2023-05-03 01:10:00+00:00,,0,,4,,0,1,3,0,,
2023-05-03 01:20:00+00:00,,0,,0,,0,7,0,0,,
2023-05-03 01:30:00+00:00,,0,,2,,0,2,1,0,,
2023-05-03 01:40:00+00:00,,0,,0,,0,0,0,0,,
2023-05-03 01:50:00+00:00,,0,,0,,0,1,2,0,,
2023-05-03 02:00:00+00:00,,0,,2,,0,1,0,0,,
2023-05-03 02:10:00+00:00,,0,,2,,0,0,1,0,,
2023-05-03 02:20:00+00:00,,0,,2,,0,3,0,0,,
2023-05-03 02:30:00+00:00,,0,,1,,1,1,1,0,,
2023-05-03 02:40:00+00:00,,0,,1,,2,2,1,0,,
2023-05-03 02:50:00+00:00,,0,,2,,0,3,3,0,,
2023-05-03 03:00:00+00:00,,0,,1,,0,0,3,0,,
2023-05-03 03:10:00+00:00,,0,,7,,0,2,1,0,,
2023-05-03 03:20:00+00:00,,0,,6,,0,5,2,0,,
2023-05-03 03:30:00+00:00,,0,,5,,0,8,4,0,,
2023-05-03 03:40:00+00:00,,0,,10,,0,7,4,0,,
2023-05-03 03:50:00+00:00,,0,,8,,0,11,7,0,,
2023-05-03 04:00:00+00:00,,0,,12,,0,9,6,0,,
2023-05-03 04:10:00+00:00,,1,,15,,0,20,10,2,,
2023-05-03 04:20:00+00:00,,1,,15,,0,20,8,2,,
2023-05-03 04:30:00+00:00,,1,,20,,0,28,11,1,,
2023-05-03 04:40:00+00:00,,3,,16,,0,24,11,0,,
2023-05-03 04:50:00+00:00,,2,,23,,1,19,12,1,,
2023-05-03 05:00:00+00:00,,0,,30,,0,18,14,3,,
2023-05-03 05:10:00+00:00,,0,,27,,0,28,16,0,,
2023-05-03 05:20:00+00:00,,1,,23,,0,30,20,1,,
2023-05-03 05:30:00+00:00,,1,,28,,0,26,14,0,,
2023-05-03 05:40:00+00:00,,1,,34,,1,56,25,2,,
2023-05-03 05:50:00+00:00,,0,,24,,0,30,30,1,,
2023-05-03 06:00:00+00:00,,1,,44,,1,35,28,3,,
2023-05-03 06:10:00+00:00,,0,,36,,0,31,24,2,,
2023-05-03 06:20:00+00:00,,0,,41,,1,27,24,0,,
2023-05-03 06:30:00+00:00,,0,,34,,0,47,37,1,,
2023-05-03 06:40:00+00:00,,4,,39,,0,51,26,2,,
2023-05-03 06:50:00+00:00,,1,,28,,0,23,29,5,,
2023-05-03 07:00:00+00:00,,2,,34,,1,29,28,3,,
2023-05-03 07:10:00+00:00,,3,,33,,2,35,24,1,,
2023-05-03 07:20:00+00:00,,0,,31,,2,27,21,1,,
2023-05-03 07:30:00+00:00,,0,,20,,0,30,31,3,,
2023-05-03 07:40:00+00:00,,1,,20,,1,42,30,1,,
2023-05-03 07:50:00+00:00,,5,,32,,1,31,25,0,,
2023-05-03 08:00:00+00:00,,1,,24,,0,25,23,0,,
2023-05-03 08:10:00+00:00,,3,,35,,2,45,31,1,,
2023-05-03 08:20:00+00:00,,6,,16,,7,36,28,1,,
2023-05-03 08:30:00+00:00,,0,,23,,2,31,21,2,,
2023-05-03 08:40:00+00:00,,2,,19,,3,22,16,0,,
2023-05-03 08:50:00+00:00,,1,,19,,1,23,21,0,,
2023-05-03 09:00:00+00:00,,3,,24,,3,38,25,1,,
2023-05-03 09:10:00+00:00,,0,,18,,1,35,21,1,,
2023-05-03 09:20:00+00:00,,1,,23,,1,35,23,1,,
2023-05-03 09:30:00+00:00,,0,,24,,0,40,8,0,,
2023-05-03 09:40:00+00:00,,5,,28,,2,27,8,1,,
2023-05-03 09:50:00+00:00,,1,,10,,5,36,25,1,,
2023-05-03 10:00:00+00:00,,0,,30,,0,21,25,1,,
2023-05-03 10:10:00+00:00,,0,,25,,0,30,26,1,,
2023-05-03 10:20:00+00:00,,1,,26,,0,26,23,1,,
2023-05-03 10:30:00+00:00,,0,,17,,0,24,16,2,,
2023-05-03 10:40:00+00:00,,0,,19,,0,22,16,0,,
2023-05-03 10:50:00+00:00,,0,,17,,0,21,10,0,,
2023-05-03 11:00:00+00:00,,1,,20,,2,51,18,2,,
2023-05-03 11:10:00+00:00,,6,,23,,1,20,17,1,,
2023-05-03 11:20:00+00:00,,0,,21,,1,36,21,0,,
2023-05-03 11:30:00+00:00,,0,,22,,0,32,20,0,,
2023-05-03 11:40:00+00:00,,4,,18,,5,29,20,3,,
2023-05-03 11:50:00+00:00,,0,,24,,0,28,31,2,,
2023-05-03 12:00:00+00:00,,1,,29,,0,27,24,0,,
2023-05-03 12:10:00+00:00,,0,,19,,0,38,34,2,,
2023-05-03 12:20:00+00:00,,0,,23,,0,22,22,1,,
2023-05-03 12:30:00+00:00,,2,,24,,0,20,22,0,,
2023-05-03 12:40:00+00:00,,0,,30,,0,30,18,0,,
2023-05-03 12:50:00+00:00,,3,,34,,0,28,26,4,,
2023-05-03 13:00:00+00:00,,1,,30,,0,31,25,2,,
2023-05-03 13:10:00+00:00,,0,,29,,0,34,23,1,,
2023-05-03 13:20:00+00:00,,1,,29,,0,32,20,1,,
2023-05-03 13:30:00+00:00,,0,,24,,0,35,19,4,,
2023-05-03 13:40:00+00:00,,1,,32,,0,48,32,3,,
2023-05-03 13:50:00+00:00,,1,,25,,2,42,27,0,,
2023-05-03 14:00:00+00:00,,0,,37,,2,38,34,2,,
2023-05-03 14:10:00+00:00,,0,,16,,1,48,22,4,,
2023-05-03 14:20:00+00:00,,0,,29,,2,37,23,4,,
2023-05-03 14:30:00+00:00,,1,,26,,0,32,31,4,,
2023-05-03 14:40:00+00:00,,1,,14,,1,28,41,0,,
2023-05-03 14:50:00+00:00,,3,,30,,0,37,35,3,,
2023-05-03 15:00:00+00:00,,2,,32,,1,36,41,1,,
2023-05-03 15:10:00+00:00,,3,,24,,0,44,33,1,,
2023-05-03 15:20:00+00:00,,0,,24,,0,35,33,1,,
2023-05-03 15:30:00+00:00,,7,,18,,1,58,34,2,,
2023-05-03 15:40:00+00:00,,1,,27,,2,57,29,1,,
2023-05-03 15:50:00+00:00,,1,,18,,0,32,22,2,,
2023-05-03 16:00:00+00:00,,0,,24,,0,51,36,1,,
2023-05-03 16:10:00+00:00,,3,,16,,0,17,34,3,,
2023-05-03 16:20:00+00:00,,1,,18,,2,33,23,3,,
2023-05-03 16:30:00+00:00,,0,,9,,0,64,27,2,,
2023-05-03 16:40:00+00:00,,3,,8,,2,68,25,5,,
2023-05-03 16:50:00+00:00,,0,,23,,0,36,24,4,,
2023-05-03 17:00:00+00:00,,0,,19,,0,48,18,1,,
2023-05-03 17:10:00+00:00,,0,,15,,0,65,27,4,,
2023-05-03 17:20:00+00:00,,2,,14,,0,11,18,2,,
2023-05-03 17:30:00+00:00,,2,,4,,0,50,29,1,,
2023-05-03 17:40:00+00:00,,1,,11,,0,76,13,5,,
2023-05-03 17:50:00+00:00,,2,,19,,0,24,14,0,,
2023-05-03 18:00:00+00:00,,1,,13,,1,31,14,2,,
2023-05-03 18:10:00+00:00,,0,,10,,1,52,20,2,,
2023-05-03 18:20:00+00:00,,1,,21,,4,31,13,4,,
2023-05-03 18:30:00+00:00,,0,,14,,0,19,12,0,,
2023-05-03 18:40:00+00:00,,0,,20,,0,23,12,1,,
2023-05-03 18:50:00+00:00,,1,,21,,0,25,11,1,,
2023-05-03 19:00:00+00:00,,0,,16,,1,35,9,2,,
2023-05-03 19:10:00+00:00,,0,,16,,3,27,8,1,,
2023-05-03 19:20:00+00:00,,1,,25,,0,21,4,1,,
2023-05-03 19:30:00+00:00,,0,,21,,0,19,6,0,,
2023-05-03 19:40:00+00:00,,0,,21,,0,19,12,2,,
2023-05-03 19:50:00+00:00,,0,,17,,0,13,21,1,,
2023-05-03 20:00:00+00:00,,0,,15,,0,16,9,2,,
2023-05-03 20:10:00+00:00,,2,,13,,3,10,7,0,,
2023-05-03 20:20:00+00:00,,0,,23,,0,21,8,2,,
2023-05-03 20:30:00+00:00,,1,,15,,0,24,10,2,,
2023-05-03 20:40:00+00:00,,0,,12,,0,32,8,4,,
2023-05-03 20:50:00+00:00,,1,,15,,0,20,6,2,,
2023-05-03 21:00:00+00:00,,0,,32,,0,26,11,2,,
2023-05-03 21:10:00+00:00,,0,,16,,0,18,6,1,,
2023-05-03 21:20:00+00:00,,0,,14,,0,34,8,1,,
2023-05-03 21:30:00+00:00,,0,,14,,0,13,6,0,,
2023-05-03 21:40:00+00:00,,0,,5,,0,7,6,2,,
2023-05-03 21:50:00+00:00,,0,,4,,3,3,5,1,,
2023-05-03 22:00:00+00:00,,0,,6,,0,4,3,0,,
2023-05-03 22:10:00+00:00,,0,,8,,0,1,3,0,,
2023-05-03 22:20:00+00:00,,0,,3,,1,9,3,0,,
2023-05-03 22:30:00+00:00,,0,,4,,0,6,2,0,,
2023-05-03 22:40:00+00:00,,0,,3,,0,8,2,0,,
2023-05-03 22:50:00+00:00,,0,,0,,0,3,3,0,,
2023-05-03 23:00:00+00:00,,0,,3,,0,2,1,0,,
2023-05-03 23:10:00+00:00,,0,,3,,0,3,1,0,,
2023-05-03 23:20:00+00:00,,0,,2,,0,10,1,0,,
2023-05-03 23:30:00+00:00,,0,,3,,0,1,1,0,,
2023-05-03 23:40:00+00:00,,0,,0,,0,1,3,0,,
2023-05-03 23:50:00+00:00,,0,,1,,0,0,1,0,,
2023-05-04 00:00:00+00:00,,0,,0,,0,0,1,0,,
2023-05-04 00:10:00+00:00,,0,,1,,0,0,1,0,,
2023-05-04 00:20:00+00:00,,0,,1,,0,3,0,0,,
2023-05-04 00:30:00+00:00,,0,,1,,0,1,1,0,,
2023-05-04 00:40:00+00:00,,0,,0,,0,0,1,0,,
2023-05-04 00:50:00+00:00,,0,,1,,0,0,1,0,,
2023-05-04 01:00:00+00:00,,0,,1,,0,1,0,0,,
2023-05-04 01:10:00+00:00,,0,,3,,0,0,1,0,,
2023-05-04 01:20:00+00:00,,0,,1,,0,1,2,0,,
2023-05-04 01:30:00+00:00,,0,,0,,0,3,0,0,,
2023-05-04 01:40:00+00:00,,0,,1,,0,1,1,0,,
2023-05-04 01:50:00+00:00,,0,,0,,0,1,1,0,,
2023-05-04 02:00:00+00:00,,0,,0,,0,3,0,0,,
2023-05-04 02:10:00+00:00,,1,,0,,0,0,2,0,,
2023-05-04 02:20:00+00:00,,1,,1,,0,1,2,0,,
2023-05-04 02:30:00+00:00,,1,,4,,0,1,0,0,,
2023-05-04 02:40:00+00:00,,0,,3,,0,4,3,0,,
2023-05-04 02:50:00+00:00,,0,,3,,0,3,1,0,,
2023-05-04 03:00:00+00:00,,0,,3,,0,0,1,0,,
2023-05-04 03:10:00+00:00,,0,,5,,0,3,3,0,,
2023-05-04 03:20:00+00:00,,0,,3,,0,11,6,0,,
2023-05-04 03:30:00+00:00,,0,,8,,0,11,1,0,,
2023-05-04 03:40:00+00:00,,0,,12,,0,9,10,1,,
2023-05-04 03:50:00+00:00,,0,,13,,0,3,7,1,,
2023-05-04 04:00:00+00:00,,1,,9,,0,13,9,2,,
2023-05-04 04:10:00+00:00,,0,,16,,0,24,8,0,,
2023-05-04 04:20:00+00:00,,0,,22,,0,15,8,0,,
2023-05-04 04:30:00+00:00,,2,,17,,0,16,5,3,,
2023-05-04 04:40:00+00:00,,1,,28,,0,19,20,1,,
2023-05-04 04:50:00+00:00,,0,,29,,0,34,7,2,,
2023-05-04 05:00:00+00:00,,1,,18,,0,29,18,1,,
2023-05-04 05:10:00+00:00,,0,,23,,0,24,12,3,,
2023-05-04 05:20:00+00:00,,1,,25,,0,18,18,4,,
2023-05-04 05:30:00+00:00,,1,,30,,0,22,16,2,,
2023-05-04 05:40:00+00:00,,4,,33,,0,26,28,3,,
2023-05-04 05:50:00+00:00,,2,,36,,0,25,28,3,,
2023-05-04 06:00:00+00:00,,2,,33,,1,47,31,2,,
2023-05-04 06:10:00+00:00,,0,,31,,0,30,26,6,,
2023-05-04 06:20:00+00:00,,0,,36,,1,44,24,4,,
2023-05-04 06:30:00+00:00,,2,,39,,2,26,34,1,,
2023-05-04 06:40:00+00:00,,0,,29,,0,32,25,4,,
2023-05-04 06:50:00+00:00,,5,,30,,4,31,23,1,,
2023-05-04 07:00:00+00:00,,4,,31,,1,28,28,5,,
2023-05-04 07:10:00+00:00,,3,,34,,0,19,19,4,,
2023-05-04 07:20:00+00:00,,1,,30,,1,40,18,2,,
2023-05-04 07:30:00+00:00,,2,,28,,0,32,25,1,,
2023-05-04 07:40:00+00:00,,1,,31,,1,42,21,0,,
2023-05-04 07:50:00+00:00,,1,,25,,1,30,21,1,,
2023-05-04 08:00:00+00:00,,0,,23,,2,26,23,0,,
2023-05-04 08:10:00+00:00,,1,,18,,3,37,17,2,,
2023-05-04 08:20:00+00:00,,2,,30,,0,31,23,1,,
2023-05-04 08:30:00+00:00,,1,,22,,0,30,12,1,,
2023-05-04 08:40:00+00:00,,3,,21,,0,16,17,1,,
2023-05-04 08:50:00+00:00,,4,,19,,1,35,17,1,,
2023-05-04 09:00:00+00:00,,1,,21,,2,37,20,1,,
2023-05-04 09:10:00+00:00,,0,,36,,0,30,13,2,,
2023-05-04 09:20:00+00:00,,0,,19,,2,41,17,3,,
2023-05-04 09:30:00+00:00,,0,,23,,2,19,25,2,,
2023-05-04 09:40:00+00:00,,0,,25,,1,34,17,1,,
2023-05-04 09:50:00+00:00,,1,,25,,2,18,17,2,,
2023-05-04 10:00:00+00:00,,3,,24,,6,11,19,3,,
2023-05-04 10:10:00+00:00,,0,,24,,0,31,24,1,,
2023-05-04 10:20:00+00:00,,0,,23,,1,24,22,2,,
2023-05-04 10:30:00+00:00,,1,,20,,1,29,19,2,,
2023-05-04 10:40:00+00:00,,2,,22,,4,32,22,2,,
2023-05-04 10:50:00+00:00,,7,,22,,0,26,26,2,,
2023-05-04 11:00:00+00:00,,3,,16,,2,41,14,2,,
2023-05-04 11:10:00+00:00,,2,,24,,0,20,27,0,,
2023-05-04 11:20:00+00:00,,1,,18,,1,31,28,0,,
2023-05-04 11:30:00+00:00,,0,,21,,0,34,19,2,,
2023-05-04 11:40:00+00:00,,0,,19,,0,39,22,0,,
2023-05-04 11:50:00+00:00,,1,,25,,0,50,34,1,,
2023-05-04 12:00:00+00:00,,0,,23,,0,47,22,0,,
2023-05-04 12:10:00+00:00,,4,,24,,0,42,28,1,,
2023-05-04 12:20:00+00:00,,5,,29,,2,49,27,2,,
2023-05-04 12:30:00+00:00,,0,,19,,0,18,24,0,,
2023-05-04 12:40:00+00:00,,0,,27,,3,43,23,4,,
2023-05-04 12:50:00+00:00,,1,,18,,0,67,28,0,,
2023-05-04 13:00:00+00:00,,0,,21,,0,52,26,2,,
2023-05-04 13:10:00+00:00,,3,,17,,0,63,39,1,,
2023-05-04 13:20:00+00:00,,0,,23,,0,32,25,1,,
2023-05-04 13:30:00+00:00,,3,,30,,0,33,26,1,,
2023-05-04 13:40:00+00:00,,3,,24,,2,52,29,1,,
2023-05-04 13:50:00+00:00,,0,,38,,0,59,21,1,,
2023-05-04 14:00:00+00:00,,9,,24,,1,45,21,8,,
2023-05-04 14:10:00+00:00,,1,,23,,0,44,22,15,,
2023-05-04 14:20:00+00:00,,0,,22,,0,37,25,2,,
2023-05-04 14:30:00+00:00,,3,,18,,0,65,29,21,,
2023-05-04 14:40:00+00:00,,2,,24,,0,30,32,9,,
2023-05-04 14:50:00+00:00,,0,,26,,1,25,27,6,,
2023-05-04 15:00:00+00:00,,0,,24,,0,39,28,12,,
