Timestamp;Object_Id;Plausibilisiert 60min.Zählung Kfz[Fzg/h];dto_VehClass1Long.dto_VehClass1Long;.;dto_VehClass1Long.dto_VehClass1Long;dto_VehClass1Long.dto_VehClass1Long
14.09.2023 12:00;MQ 8.1 FLT Ri LU;667;;MQ 8.2 FLT Ri Neuhermsheim;617;
14.09.2023 13:00;MQ 8.1 FLT Ri LU;736;;MQ 8.2 FLT Ri Neuhermsheim;639;
14.09.2023 14:00;MQ 8.1 FLT Ri LU;858;;MQ 8.2 FLT Ri Neuhermsheim;742;
14.09.2023 15:00;MQ 8.1 FLT Ri LU;883;;MQ 8.2 FLT Ri Neuhermsheim;892;
14.09.2023 16:00;MQ 8.1 FLT Ri LU;884;;MQ 8.2 FLT Ri Neuhermsheim;993;
14.09.2023 17:00;MQ 8.1 FLT Ri LU;1.054,00;;MQ 8.2 FLT Ri Neuhermsheim;1.036,00;
14.09.2023 18:00;MQ 8.1 FLT Ri LU;1.018,00;;MQ 8.2 FLT Ri Neuhermsheim;929;
14.09.2023 19:00;MQ 8.1 FLT Ri LU;879;;MQ 8.2 FLT Ri Neuhermsheim;791;
14.09.2023 20:00;MQ 8.1 FLT Ri LU;576;;MQ 8.2 FLT Ri Neuhermsheim;465;
14.09.2023 21:00;MQ 8.1 FLT Ri LU;428;;MQ 8.2 FLT Ri Neuhermsheim;359;
14.09.2023 22:00;MQ 8.1 FLT Ri LU;384;;MQ 8.2 FLT Ri Neuhermsheim;319;
14.09.2023 23:00;MQ 8.1 FLT Ri LU;260;;MQ 8.2 FLT Ri Neuhermsheim;294;
14.09.2023 23:59;MQ 8.1 FLT Ri LU;159;;MQ 8.2 FLT Ri Neuhermsheim;126;
15.09.2023 01:00;MQ 8.1 FLT Ri LU;72;;MQ 8.2 FLT Ri Neuhermsheim;80;
15.09.2023 02:00;MQ 8.1 FLT Ri LU;47;;MQ 8.2 FLT Ri Neuhermsheim;34;
15.09.2023 03:00;MQ 8.1 FLT Ri LU;33;;MQ 8.2 FLT Ri Neuhermsheim;42;
15.09.2023 04:00;MQ 8.1 FLT Ri LU;30;;MQ 8.2 FLT Ri Neuhermsheim;74;
15.09.2023 05:00;MQ 8.1 FLT Ri LU;114;;MQ 8.2 FLT Ri Neuhermsheim;143;
15.09.2023 06:00;MQ 8.1 FLT Ri LU;498;;MQ 8.2 FLT Ri Neuhermsheim;374;
15.09.2023 07:00;MQ 8.1 FLT Ri LU;769;;MQ 8.2 FLT Ri Neuhermsheim;658;
15.09.2023 08:00;MQ 8.1 FLT Ri LU;1.243,00;;MQ 8.2 FLT Ri Neuhermsheim;878;
15.09.2023 09:00;MQ 8.1 FLT Ri LU;1.053,00;;MQ 8.2 FLT Ri Neuhermsheim;801;
15.09.2023 10:00;MQ 8.1 FLT Ri LU;857;;MQ 8.2 FLT Ri Neuhermsheim;618;
15.09.2023 11:00;MQ 8.1 FLT Ri LU;678;;MQ 8.2 FLT Ri Neuhermsheim;610;
15.09.2023 12:00;MQ 8.1 FLT Ri LU;697;;MQ 8.2 FLT Ri Neuhermsheim;625;
15.09.2023 13:00;MQ 8.1 FLT Ri LU;825;;MQ 8.2 FLT Ri Neuhermsheim;702;
15.09.2023 14:00;MQ 8.1 FLT Ri LU;846;;MQ 8.2 FLT Ri Neuhermsheim;822;
15.09.2023 15:00;MQ 8.1 FLT Ri LU;978;;MQ 8.2 FLT Ri Neuhermsheim;963;
15.09.2023 16:00;MQ 8.1 FLT Ri LU;996;;MQ 8.2 FLT Ri Neuhermsheim;1.033,00;
15.09.2023 17:00;MQ 8.1 FLT Ri LU;1.132,00;;MQ 8.2 FLT Ri Neuhermsheim;879;
15.09.2023 18:00;MQ 8.1 FLT Ri LU;946;;MQ 8.2 FLT Ri Neuhermsheim;877;
15.09.2023 19:00;MQ 8.1 FLT Ri LU;885;;MQ 8.2 FLT Ri Neuhermsheim;646;
15.09.2023 20:00;MQ 8.1 FLT Ri LU;582;;MQ 8.2 FLT Ri Neuhermsheim;435;
15.09.2023 21:00;MQ 8.1 FLT Ri LU;476;;MQ 8.2 FLT Ri Neuhermsheim;362;
15.09.2023 22:00;MQ 8.1 FLT Ri LU;378;;MQ 8.2 FLT Ri Neuhermsheim;316;
