,PKW (S),Transporter (S),Fahrräder,Transporter (R),Kleintransporter (R),Kleintransporter (S),Motorrad (R),LKW (R),Motorrad (S),PKW (R),LKW (S)
2023-05-07 20:10:00+00:00,41,6,1,1,0,1,0,0,1,14,1
2023-05-07 20:20:00+00:00,37,3,1,0,0,0,0,0,4,18,0
2023-05-07 20:30:00+00:00,44,4,1,0,0,0,0,0,0,16,0
2023-05-07 20:40:00+00:00,39,6,1,0,0,0,1,1,2,19,0
2023-05-07 20:50:00+00:00,41,2,0,0,0,0,0,0,1,9,0
2023-05-07 21:00:00+00:00,22,2,0,0,0,0,0,1,2,9,0
2023-05-07 21:10:00+00:00,23,2,0,0,0,0,0,0,1,14,0
2023-05-07 21:20:00+00:00,22,4,2,0,0,0,0,0,0,7,0
2023-05-07 21:30:00+00:00,16,0,3,0,0,0,0,0,0,5,0
2023-05-07 21:40:00+00:00,23,4,2,0,0,0,0,0,0,5,0
2023-05-07 21:50:00+00:00,17,0,0,0,0,0,0,0,1,4,0
2023-05-07 22:00:00+00:00,16,1,0,0,0,0,0,2,1,8,0
2023-05-07 22:10:00+00:00,19,0,0,0,0,1,0,0,0,5,0
2023-05-07 22:20:00+00:00,11,1,1,1,0,0,0,0,3,6,0
2023-05-07 22:30:00+00:00,14,3,2,0,0,0,0,0,3,7,0
2023-05-07 22:40:00+00:00,5,1,0,0,0,1,0,0,3,5,2
2023-05-07 22:50:00+00:00,8,0,0,0,0,0,0,0,0,6,0
2023-05-07 23:00:00+00:00,4,2,0,0,0,0,0,0,2,1,1
2023-05-07 23:10:00+00:00,7,2,1,1,0,0,0,0,0,1,0
2023-05-07 23:20:00+00:00,6,0,0,0,0,0,0,0,1,6,0
2023-05-07 23:30:00+00:00,5,2,0,0,0,0,0,0,0,2,0
2023-05-07 23:40:00+00:00,4,0,0,0,0,2,0,0,1,4,1
2023-05-07 23:50:00+00:00,6,1,0,0,0,0,0,0,0,2,0
2023-05-08 00:00:00+00:00,5,0,1,0,0,0,0,0,2,5,0
2023-05-08 00:10:00+00:00,5,1,0,1,0,0,0,0,0,2,0
2023-05-08 00:20:00+00:00,4,1,0,0,0,0,0,0,0,4,0
2023-05-08 00:30:00+00:00,0,0,0,0,0,0,0,0,0,2,0
2023-05-08 00:40:00+00:00,5,0,1,0,0,0,0,0,0,5,0
2023-05-08 00:50:00+00:00,3,0,0,0,0,0,0,0,0,4,1
2023-05-08 01:00:00+00:00,6,1,0,0,0,0,0,0,0,3,0
2023-05-08 01:10:00+00:00,6,0,0,0,0,0,0,0,0,2,0
2023-05-08 01:20:00+00:00,1,1,0,0,0,0,0,0,0,3,0
2023-05-08 01:30:00+00:00,1,0,1,0,0,0,0,0,0,1,0
2023-05-08 01:40:00+00:00,4,0,1,0,0,0,0,0,1,1,0
2023-05-08 01:50:00+00:00,8,0,1,0,0,1,0,0,1,4,0
2023-05-08 02:00:00+00:00,1,1,0,0,0,0,0,0,0,3,0
2023-05-08 02:10:00+00:00,5,0,0,0,0,0,0,0,1,2,0
2023-05-08 02:20:00+00:00,5,3,0,1,0,0,0,0,1,5,0
2023-05-08 02:30:00+00:00,5,2,2,0,0,1,0,0,3,4,2
2023-05-08 02:40:00+00:00,7,2,0,0,0,0,0,0,3,1,0
2023-05-08 02:50:00+00:00,7,0,1,0,0,0,0,0,2,2,0
2023-05-08 03:00:00+00:00,16,0,0,0,0,1,0,0,0,5,1
2023-05-08 03:10:00+00:00,14,3,1,0,0,0,0,0,3,5,1
2023-05-08 03:20:00+00:00,21,2,2,0,0,0,0,0,0,13,1
2023-05-08 03:30:00+00:00,22,2,3,0,0,2,0,1,3,14,0
2023-05-08 03:40:00+00:00,42,7,4,0,0,0,0,0,2,24,0
2023-05-08 03:50:00+00:00,51,2,0,0,0,0,0,0,5,45,1
2023-05-08 04:00:00+00:00,51,2,3,0,0,0,0,0,5,45,1
2023-05-08 04:10:00+00:00,54,8,3,2,0,1,0,1,2,45,0
2023-05-08 04:20:00+00:00,48,3,3,0,0,1,0,0,3,28,2
2023-05-08 04:30:00+00:00,72,13,6,0,1,1,0,1,2,30,0
2023-05-08 04:40:00+00:00,59,13,7,0,0,0,0,6,3,36,2
2023-05-08 04:50:00+00:00,68,12,12,2,3,0,1,4,1,30,0
2023-05-08 05:00:00+00:00,89,16,6,3,3,3,1,5,2,51,1
2023-05-08 05:10:00+00:00,82,19,6,1,1,5,0,7,2,45,1
2023-05-08 05:20:00+00:00,113,14,7,2,0,0,0,3,5,45,1
2023-05-08 05:30:00+00:00,135,25,11,1,0,0,0,5,4,64,0
2023-05-08 05:40:00+00:00,126,34,4,4,0,1,0,2,7,60,0
2023-05-08 05:50:00+00:00,130,28,12,3,2,0,0,10,7,56,2
2023-05-08 06:00:00+00:00,139,30,6,1,1,1,0,2,4,58,0
2023-05-08 06:10:00+00:00,149,30,20,3,0,2,0,1,10,66,0
2023-05-08 06:20:00+00:00,132,31,22,1,2,0,0,8,5,60,0
2023-05-08 06:30:00+00:00,136,41,13,1,0,0,0,2,2,56,1
2023-05-08 06:40:00+00:00,108,42,15,1,0,2,1,3,7,51,1
2023-05-08 06:50:00+00:00,108,42,12,1,0,2,1,3,7,51,1
2023-05-08 07:00:00+00:00,139,43,16,1,0,1,0,2,2,48,2
2023-05-08 07:10:00+00:00,120,41,8,3,0,1,0,1,6,57,1
2023-05-08 07:20:00+00:00,126,34,15,0,1,2,0,2,3,48,0
2023-05-08 07:30:00+00:00,112,29,17,3,0,2,0,1,2,41,0
2023-05-08 07:40:00+00:00,93,24,15,1,1,0,0,2,2,38,0
2023-05-08 07:50:00+00:00,107,31,15,2,0,0,0,2,2,44,0
2023-05-08 08:00:00+00:00,139,29,10,5,3,2,0,1,0,54,0
2023-05-08 08:10:00+00:00,98,28,12,2,0,0,0,3,1,38,1
2023-05-08 08:20:00+00:00,108,25,8,1,0,1,0,2,4,45,1
2023-05-08 08:30:00+00:00,101,20,8,2,2,1,0,2,5,50,0
2023-05-08 08:40:00+00:00,113,16,9,3,0,0,0,3,8,42,0
2023-05-08 08:50:00+00:00,102,11,4,3,0,0,0,3,6,41,0
2023-05-08 09:00:00+00:00,127,24,7,1,1,0,1,2,4,44,0
2023-05-08 09:10:00+00:00,92,19,5,3,0,0,1,0,2,57,0
2023-05-08 09:20:00+00:00,90,24,9,3,0,1,0,0,5,48,0
2023-05-08 09:30:00+00:00,107,21,9,4,1,2,0,1,5,47,1
2023-05-08 09:40:00+00:00,93,22,6,3,1,0,0,3,5,46,0
2023-05-08 09:50:00+00:00,92,22,9,1,0,1,0,5,3,33,1
2023-05-08 10:00:00+00:00,123,22,12,2,1,0,0,0,1,35,0
2023-05-08 10:10:00+00:00,88,10,6,3,0,4,1,2,2,34,3
2023-05-08 10:20:00+00:00,101,13,8,3,0,0,0,1,2,42,2
2023-05-08 10:30:00+00:00,96,18,12,5,0,2,0,0,5,34,5
2023-05-08 10:40:00+00:00,100,17,5,0,2,0,0,2,1,30,1
2023-05-08 10:50:00+00:00,110,16,13,1,0,1,0,0,4,40,0
2023-05-08 11:00:00+00:00,84,36,6,2,1,0,0,3,5,33,0
2023-05-08 11:10:00+00:00,89,25,12,1,0,1,0,0,3,40,0
2023-05-08 11:20:00+00:00,109,14,9,2,2,0,0,4,3,41,1
2023-05-08 11:30:00+00:00,106,21,11,2,1,0,0,1,6,39,0
2023-05-08 11:40:00+00:00,97,13,8,3,1,2,0,1,5,47,0
2023-05-08 11:50:00+00:00,93,18,11,1,1,1,0,3,1,50,0
2023-05-08 12:00:00+00:00,113,20,8,1,0,0,0,0,4,51,0
2023-05-08 12:10:00+00:00,99,20,10,0,1,0,0,2,4,68,1
2023-05-08 12:20:00+00:00,110,23,8,1,0,0,0,2,4,40,2
2023-05-08 12:30:00+00:00,117,32,7,3,0,2,0,1,6,43,4
2023-05-08 12:40:00+00:00,107,21,12,0,0,2,0,2,4,69,0
2023-05-08 12:50:00+00:00,128,27,13,3,0,1,0,1,3,68,2
2023-05-08 13:00:00+00:00,125,24,14,2,0,0,0,1,4,60,0
2023-05-08 13:10:00+00:00,116,18,12,0,0,1,0,1,5,67,0
2023-05-08 13:20:00+00:00,106,26,12,1,0,1,0,3,2,49,1
2023-05-08 13:30:00+00:00,109,21,5,1,0,0,0,3,1,59,0
2023-05-08 13:40:00+00:00,115,28,8,0,0,3,0,1,4,52,0
2023-05-08 13:50:00+00:00,136,26,7,0,0,1,0,3,1,51,0
2023-05-08 14:00:00+00:00,114,20,8,1,0,0,0,2,0,61,3
2023-05-08 14:10:00+00:00,110,24,6,2,0,0,2,0,3,64,0
2023-05-08 14:20:00+00:00,123,29,11,0,0,2,0,6,3,64,6
2023-05-08 14:30:00+00:00,104,32,9,2,0,0,0,0,1,56,1
2023-05-08 14:40:00+00:00,114,20,11,4,0,1,0,1,6,47,3
2023-05-08 14:50:00+00:00,126,29,17,0,0,0,1,1,11,60,1
2023-05-08 15:00:00+00:00,133,19,14,1,0,1,0,0,7,53,1
2023-05-08 15:10:00+00:00,119,14,16,1,0,0,0,4,2,58,1
2023-05-08 15:20:00+00:00,110,25,10,2,0,0,0,1,3,55,1
2023-05-08 15:30:00+00:00,133,24,19,1,0,1,0,5,2,49,1
2023-05-08 15:40:00+00:00,112,22,13,0,0,0,0,1,4,46,0
2023-05-08 15:50:00+00:00,125,14,10,0,0,1,0,0,3,37,2
2023-05-08 16:00:00+00:00,96,21,10,3,0,0,0,4,5,47,1
2023-05-08 16:10:00+00:00,108,14,6,0,0,1,0,7,2,47,0
2023-05-08 16:20:00+00:00,118,21,6,0,1,0,0,2,7,51,0
2023-05-08 16:30:00+00:00,114,14,6,1,0,0,0,2,4,40,0
2023-05-08 16:40:00+00:00,89,22,10,0,0,0,0,6,5,47,1
2023-05-08 16:50:00+00:00,86,18,8,1,0,0,0,7,4,37,1
2023-05-08 17:00:00+00:00,102,17,16,0,0,0,0,4,2,37,0
2023-05-08 17:10:00+00:00,90,21,10,1,0,0,0,1,2,46,1
2023-05-08 17:20:00+00:00,65,16,7,1,0,1,0,0,3,36,1
2023-05-08 17:30:00+00:00,87,14,12,1,0,0,0,0,2,45,1
2023-05-08 17:40:00+00:00,74,20,2,2,0,1,0,0,3,26,1
2023-05-08 17:50:00+00:00,61,13,6,1,0,0,0,1,1,42,0
2023-05-08 18:00:00+00:00,71,14,5,0,0,1,0,1,3,38,1
2023-05-08 18:10:00+00:00,52,13,2,0,0,0,1,0,4,23,0
2023-05-08 18:20:00+00:00,52,13,6,0,0,0,1,0,4,23,0
2023-05-08 18:30:00+00:00,55,7,9,0,0,1,0,0,2,31,0
2023-05-08 18:40:00+00:00,46,10,3,1,0,0,0,0,0,31,1
2023-05-08 18:50:00+00:00,56,6,5,0,0,0,0,0,2,29,0
2023-05-08 19:00:00+00:00,58,10,3,0,0,1,0,1,3,25,0
2023-05-08 19:10:00+00:00,50,11,5,1,0,0,0,0,2,23,0
2023-05-08 19:20:00+00:00,53,5,4,1,0,1,0,0,1,15,0
2023-05-08 19:30:00+00:00,41,3,3,0,1,0,0,1,1,15,0
2023-05-08 19:40:00+00:00,45,4,5,0,1,0,0,1,1,28,0
2023-05-08 19:50:00+00:00,38,5,5,0,0,0,1,0,2,19,0
2023-05-08 20:00:00+00:00,43,3,6,0,0,0,0,0,3,18,0
2023-05-08 20:10:00+00:00,30,9,5,0,0,1,0,1,0,16,1
2023-05-08 20:20:00+00:00,52,3,2,1,0,0,0,0,1,20,0
2023-05-08 20:30:00+00:00,30,3,4,0,0,0,0,0,4,12,1
2023-05-08 20:40:00+00:00,50,3,3,0,0,0,0,1,3,17,0
2023-05-08 20:50:00+00:00,26,2,3,0,0,0,0,0,1,19,0
2023-05-08 21:00:00+00:00,30,3,5,0,0,0,0,0,1,16,1
2023-05-08 21:10:00+00:00,34,5,2,0,0,0,0,0,3,10,0
2023-05-08 21:20:00+00:00,16,2,0,0,0,0,0,0,0,11,0
2023-05-08 21:30:00+00:00,30,3,0,0,0,0,0,0,0,13,0
2023-05-08 21:40:00+00:00,13,3,2,0,0,1,0,0,0,16,0
2023-05-08 21:50:00+00:00,15,1,2,0,0,0,0,0,0,5,0
2023-05-08 22:00:00+00:00,10,3,2,0,0,0,0,0,0,5,0
2023-05-08 22:10:00+00:00,18,1,3,1,0,0,0,0,4,8,0
2023-05-08 22:20:00+00:00,12,1,2,0,0,1,0,0,0,4,0
2023-05-08 22:30:00+00:00,16,1,1,0,0,0,0,0,2,4,0
2023-05-08 22:40:00+00:00,8,1,0,0,0,0,0,0,1,2,0
2023-05-08 22:50:00+00:00,6,2,0,0,0,0,1,0,1,7,0
2023-05-08 23:00:00+00:00,7,0,0,0,0,0,0,0,0,3,0
2023-05-08 23:10:00+00:00,5,0,1,0,0,0,0,0,1,3,1
2023-05-08 23:20:00+00:00,7,0,0,0,0,0,0,0,3,2,0
2023-05-08 23:30:00+00:00,5,1,0,0,0,0,0,0,1,1,0
2023-05-08 23:40:00+00:00,5,1,0,0,0,1,0,0,2,1,0
2023-05-08 23:50:00+00:00,6,0,0,0,0,0,0,0,2,1,0
2023-05-09 00:00:00+00:00,6,1,0,0,0,0,0,0,1,3,0
2023-05-09 00:10:00+00:00,4,2,1,0,0,0,0,0,0,3,0
2023-05-09 00:20:00+00:00,5,0,1,0,0,0,0,0,0,1,0
2023-05-09 00:30:00+00:00,3,0,0,0,0,0,0,2,0,1,0
2023-05-09 00:40:00+00:00,5,1,0,0,0,0,0,1,0,0,0
2023-05-09 00:50:00+00:00,4,0,0,0,0,0,0,0,0,1,0
2023-05-09 01:00:00+00:00,3,0,0,0,0,0,0,0,1,4,0
2023-05-09 01:10:00+00:00,5,0,0,0,0,0,0,0,0,2,0
2023-05-09 01:20:00+00:00,1,5,0,1,0,0,0,0,1,2,1
2023-05-09 01:30:00+00:00,4,0,0,0,0,0,0,0,3,0,0
2023-05-09 01:40:00+00:00,6,0,0,0,0,0,0,0,0,5,0
2023-05-09 01:50:00+00:00,5,0,0,0,0,0,0,0,1,2,2
2023-05-09 02:00:00+00:00,5,3,0,0,0,0,0,0,1,1,0
2023-05-09 02:10:00+00:00,4,2,0,0,0,0,0,0,0,2,0
2023-05-09 02:20:00+00:00,8,0,0,0,0,0,0,0,1,2,0
2023-05-09 02:30:00+00:00,2,1,1,1,0,1,0,0,1,3,1
2023-05-09 02:40:00+00:00,7,2,1,0,1,0,0,0,1,2,0
2023-05-09 02:50:00+00:00,12,2,0,0,0,0,0,0,0,5,0
2023-05-09 03:00:00+00:00,14,1,1,1,0,1,0,0,0,4,0
2023-05-09 03:10:00+00:00,13,5,0,0,0,1,0,0,3,14,0
2023-05-09 03:20:00+00:00,19,1,4,1,0,0,0,0,1,11,0
2023-05-09 03:30:00+00:00,22,3,5,0,1,0,0,0,2,12,0
2023-05-09 03:40:00+00:00,34,2,4,1,0,0,0,0,5,23,0
2023-05-09 03:50:00+00:00,43,5,3,0,0,0,0,0,3,22,0
2023-05-09 04:00:00+00:00,45,5,3,3,0,0,0,0,3,34,0
2023-05-09 04:10:00+00:00,51,7,5,2,0,1,0,2,4,33,0
2023-05-09 04:20:00+00:00,34,12,3,1,0,0,0,0,5,31,0
2023-05-09 04:30:00+00:00,70,8,9,0,2,1,0,5,4,36,1
2023-05-09 04:40:00+00:00,72,8,3,2,0,1,0,1,3,46,0
2023-05-09 04:50:00+00:00,69,14,11,1,0,0,0,2,9,48,0
2023-05-09 05:00:00+00:00,86,12,2,2,1,2,0,2,6,50,0
2023-05-09 05:10:00+00:00,92,21,6,0,3,3,0,9,9,53,2
2023-05-09 05:20:00+00:00,104,14,6,3,0,0,0,4,7,73,0
2023-05-09 05:30:00+00:00,129,16,10,2,0,0,0,2,3,75,0
2023-05-09 05:40:00+00:00,119,24,7,2,0,1,0,3,8,57,1
2023-05-09 05:50:00+00:00,135,36,13,2,1,1,0,1,4,59,0
2023-05-09 06:00:00+00:00,146,25,13,4,0,0,0,0,5,74,0
2023-05-09 06:10:00+00:00,120,54,19,2,1,0,0,3,10,63,0
2023-05-09 06:20:00+00:00,141,31,17,2,0,2,0,1,5,59,1
2023-05-09 06:30:00+00:00,151,34,17,3,0,1,0,1,6,52,2
2023-05-09 06:40:00+00:00,134,41,27,2,0,0,0,1,7,69,1
2023-05-09 06:50:00+00:00,102,28,11,2,0,0,0,1,5,42,0
2023-05-09 07:00:00+00:00,104,24,15,1,0,2,0,1,4,46,4
2023-05-09 07:10:00+00:00,76,24,13,3,0,1,0,0,12,40,0
2023-05-09 07:20:00+00:00,131,35,16,4,1,4,0,1,9,47,0
2023-05-09 07:30:00+00:00,134,38,18,3,0,3,0,1,4,39,2
2023-05-09 07:40:00+00:00,117,15,17,2,1,1,0,6,4,43,2
2023-05-09 07:50:00+00:00,128,34,15,2,0,1,1,1,6,54,0
2023-05-09 08:00:00+00:00,145,25,16,1,0,3,0,1,7,39,1
2023-05-09 08:10:00+00:00,118,35,11,2,0,2,0,2,8,42,2
2023-05-09 08:20:00+00:00,92,18,12,5,0,4,0,2,5,49,0
2023-05-09 08:30:00+00:00,110,22,11,0,1,0,1,0,1,36,1
2023-05-09 08:40:00+00:00,115,22,6,0,1,0,0,1,12,49,2
2023-05-09 08:50:00+00:00,103,25,6,1,0,4,0,2,5,52,2
2023-05-09 09:00:00+00:00,97,30,7,3,0,3,0,1,9,43,0
2023-05-09 09:10:00+00:00,99,25,8,4,0,0,0,0,8,47,0
2023-05-09 09:20:00+00:00,95,20,6,2,0,1,1,1,6,43,1
2023-05-09 09:30:00+00:00,102,32,10,2,0,2,0,0,10,35,3
2023-05-09 09:40:00+00:00,75,24,5,1,0,1,0,3,7,47,0
2023-05-09 09:50:00+00:00,93,26,10,0,0,2,0,0,8,45,0
2023-05-09 10:00:00+00:00,126,22,12,1,1,0,0,1,4,51,0
2023-05-09 10:10:00+00:00,126,17,11,2,1,1,0,3,3,35,1
2023-05-09 10:20:00+00:00,79,15,6,2,3,0,0,3,4,38,2
2023-05-09 10:30:00+00:00,113,19,3,2,1,1,0,5,6,33,2
2023-05-09 10:40:00+00:00,95,21,9,1,0,1,0,2,6,47,0
2023-05-09 10:50:00+00:00,95,23,4,1,0,1,0,2,4,43,1
2023-05-09 11:00:00+00:00,94,24,10,2,0,6,0,3,4,29,2
2023-05-09 11:10:00+00:00,110,12,8,1,0,2,0,1,3,54,0
2023-05-09 11:20:00+00:00,86,23,7,3,0,0,1,1,3,38,0
2023-05-09 11:30:00+00:00,108,18,6,2,1,1,1,1,6,46,0
2023-05-09 11:40:00+00:00,115,20,8,2,1,1,1,3,3,47,3
2023-05-09 11:50:00+00:00,109,23,10,1,1,2,0,1,6,40,0
2023-05-09 12:00:00+00:00,115,11,5,1,0,0,0,5,4,38,2
2023-05-09 12:10:00+00:00,20,9,14,4,0,1,0,3,0,6,0
2023-05-09 12:20:00+00:00,87,25,10,2,0,2,0,0,4,37,0
2023-05-09 12:30:00+00:00,107,22,13,0,0,3,0,1,3,54,0
2023-05-09 12:40:00+00:00,121,17,12,1,1,0,0,2,4,65,0
2023-05-09 12:50:00+00:00,113,21,8,5,0,1,0,1,3,57,2
2023-05-09 13:00:00+00:00,126,23,13,1,0,0,2,0,9,49,2
2023-05-09 13:10:00+00:00,111,17,8,3,0,1,0,4,4,45,1
2023-05-09 13:20:00+00:00,120,24,18,0,0,0,0,1,3,61,1
2023-05-09 13:30:00+00:00,115,35,12,1,1,0,0,7,6,45,1
2023-05-09 13:40:00+00:00,100,29,7,1,0,0,0,1,7,75,1
2023-05-09 13:50:00+00:00,116,23,12,1,0,1,0,1,11,44,0
2023-05-09 14:00:00+00:00,108,25,9,2,0,0,1,2,4,60,0
2023-05-09 14:10:00+00:00,105,24,11,1,0,0,0,3,6,51,0
2023-05-09 14:20:00+00:00,115,19,15,2,0,1,0,4,8,38,0
2023-05-09 14:30:00+00:00,112,20,12,2,0,2,0,3,7,52,0
2023-05-09 14:40:00+00:00,123,22,16,1,0,0,0,2,7,42,0
2023-05-09 14:50:00+00:00,100,17,12,0,0,0,1,1,2,29,0
2023-05-09 15:00:00+00:00,138,22,14,1,0,1,1,0,6,48,0
2023-05-09 15:10:00+00:00,104,16,8,0,0,0,0,4,4,52,0
2023-05-09 15:20:00+00:00,118,18,10,1,0,1,0,2,3,27,0
2023-05-09 15:30:00+00:00,105,25,6,1,0,0,0,1,5,41,0
2023-05-09 15:40:00+00:00,104,28,8,2,0,0,0,0,5,44,1
2023-05-09 15:50:00+00:00,107,16,15,0,0,0,0,1,2,42,0
2023-05-09 16:00:00+00:00,124,27,9,3,0,0,0,4,9,38,0
2023-05-09 16:10:00+00:00,98,23,9,0,0,0,0,0,3,44,1
2023-05-09 16:20:00+00:00,112,18,7,3,0,0,0,1,5,42,0
2023-05-09 16:30:00+00:00,109,24,3,0,1,0,0,3,5,26,1
2023-05-09 16:40:00+00:00,92,17,11,0,0,0,0,4,5,33,0
2023-05-09 16:50:00+00:00,82,28,10,1,0,0,0,3,2,39,0
2023-05-09 17:00:00+00:00,88,18,13,1,0,0,0,1,3,41,0
2023-05-09 17:10:00+00:00,79,27,6,0,0,0,0,0,4,33,0
2023-05-09 17:20:00+00:00,89,17,8,3,0,0,0,1,2,39,0
2023-05-09 17:30:00+00:00,107,12,5,1,0,0,0,3,2,33,1
2023-05-09 17:40:00+00:00,74,15,8,2,0,1,0,3,5,38,0
2023-05-09 17:50:00+00:00,90,15,6,0,0,0,0,2,4,26,0
2023-05-09 18:00:00+00:00,72,15,12,0,0,0,0,0,0,29,0
2023-05-09 18:10:00+00:00,64,19,5,1,0,0,0,3,1,45,1
2023-05-09 18:20:00+00:00,60,9,12,1,0,0,0,0,3,33,0
2023-05-09 18:30:00+00:00,76,8,9,0,0,0,0,0,7,25,0
2023-05-09 18:40:00+00:00,58,8,1,0,0,0,0,0,3,32,0
2023-05-09 18:50:00+00:00,65,11,5,1,1,0,0,1,4,26,0
2023-05-09 19:00:00+00:00,61,7,4,1,0,1,0,0,3,28,0
2023-05-09 19:10:00+00:00,50,13,3,1,0,0,0,2,0,19,1
2023-05-09 19:20:00+00:00,52,10,4,0,0,0,0,0,0,24,0
2023-05-09 19:30:00+00:00,30,10,5,0,0,0,0,0,6,21,1
2023-05-09 19:40:00+00:00,65,4,2,0,0,0,0,1,6,11,0
2023-05-09 19:50:00+00:00,45,8,11,0,0,0,0,1,1,26,0
2023-05-09 20:00:00+00:00,36,6,6,1,0,0,0,0,0,23,0
2023-05-09 20:10:00+00:00,47,7,2,1,0,0,0,1,2,27,0
2023-05-09 20:20:00+00:00,39,5,1,1,0,0,0,1,0,24,0
2023-05-09 20:30:00+00:00,27,7,3,1,0,0,0,0,5,19,1
2023-05-09 20:40:00+00:00,29,3,4,1,0,0,0,1,0,17,0
2023-05-09 20:50:00+00:00,25,3,6,1,0,0,0,0,0,12,0
2023-05-09 21:00:00+00:00,23,7,2,0,0,0,0,0,0,13,0
2023-05-09 21:10:00+00:00,26,2,3,0,0,0,1,0,1,10,0
2023-05-09 21:20:00+00:00,10,2,1,0,0,0,0,0,0,19,0
2023-05-09 21:30:00+00:00,20,6,4,2,0,0,0,0,3,14,0
2023-05-09 21:40:00+00:00,24,1,2,0,0,0,0,0,0,8,0
2023-05-09 21:50:00+00:00,24,0,2,0,0,0,0,0,0,13,0
2023-05-09 22:00:00+00:00,19,2,1,0,0,0,0,0,2,9,0
2023-05-09 22:10:00+00:00,13,3,0,0,0,0,0,0,0,8,0
2023-05-09 22:20:00+00:00,13,3,1,0,0,0,0,0,0,3,0
2023-05-09 22:30:00+00:00,6,1,0,0,0,0,0,0,6,7,0
2023-05-09 22:40:00+00:00,5,2,1,0,0,0,0,0,0,6,0
2023-05-09 22:50:00+00:00,9,3,0,0,0,0,0,0,0,4,0
2023-05-09 23:00:00+00:00,9,1,0,0,0,0,0,0,0,3,0
2023-05-09 23:10:00+00:00,6,0,0,0,0,0,0,0,0,5,0
2023-05-09 23:20:00+00:00,4,1,0,0,0,0,1,0,1,2,0
2023-05-09 23:30:00+00:00,3,1,0,0,0,0,0,0,0,4,0
2023-05-09 23:40:00+00:00,5,2,1,0,0,0,0,0,0,1,0
2023-05-09 23:50:00+00:00,6,0,0,1,0,0,0,0,0,3,0
2023-05-10 00:00:00+00:00,1,4,0,0,0,0,0,0,0,3,0
2023-05-10 00:10:00+00:00,4,1,3,0,0,0,0,0,5,3,0
2023-05-10 00:20:00+00:00,8,0,0,0,0,0,0,0,0,0,0
2023-05-10 00:30:00+00:00,7,2,1,0,0,0,0,0,0,1,0
2023-05-10 00:40:00+00:00,1,0,0,0,1,0,1,1,0,5,0
2023-05-10 00:50:00+00:00,1,0,1,1,0,0,0,0,0,4,0
2023-05-10 01:00:00+00:00,3,1,0,0,1,0,0,0,0,3,0
2023-05-10 01:10:00+00:00,4,3,1,1,0,0,0,0,2,1,0
2023-05-10 01:20:00+00:00,3,1,0,0,0,0,0,0,0,0,0
2023-05-10 01:30:00+00:00,5,0,1,1,0,0,0,0,0,1,0
2023-05-10 01:40:00+00:00,4,0,0,0,0,0,0,0,0,5,0
2023-05-10 01:50:00+00:00,4,0,2,0,0,0,0,0,2,1,0
2023-05-10 02:00:00+00:00,3,3,1,1,0,0,0,0,0,2,0
2023-05-10 02:10:00+00:00,7,2,0,3,0,0,0,0,0,1,0
2023-05-10 02:20:00+00:00,3,2,1,0,0,0,0,0,1,2,0
2023-05-10 02:30:00+00:00,4,1,0,0,0,0,0,0,0,2,0
2023-05-10 02:40:00+00:00,10,2,1,0,0,0,0,0,0,4,0
2023-05-10 02:50:00+00:00,6,0,1,0,0,0,0,0,0,1,0
2023-05-10 03:00:00+00:00,15,2,0,1,0,0,0,0,0,5,0
2023-05-10 03:10:00+00:00,11,5,0,0,0,0,0,1,0,10,0
2023-05-10 03:20:00+00:00,22,2,3,0,0,0,0,0,0,12,1
2023-05-10 03:30:00+00:00,29,3,5,2,1,0,0,0,0,16,0
2023-05-10 03:40:00+00:00,32,10,3,0,0,0,0,2,1,22,0
2023-05-10 03:50:00+00:00,50,12,1,0,1,0,0,0,1,23,0
2023-05-10 04:00:00+00:00,35,13,4,0,0,0,0,1,0,39,0
2023-05-10 04:10:00+00:00,41,8,2,1,0,1,1,1,6,49,0
2023-05-10 04:20:00+00:00,42,13,4,2,0,0,0,0,0,32,0
2023-05-10 04:30:00+00:00,56,16,8,1,0,0,1,2,3,39,0
2023-05-10 04:40:00+00:00,63,13,7,3,0,0,0,2,2,36,0
2023-05-10 04:50:00+00:00,77,17,8,0,0,0,0,2,1,46,0
2023-05-10 05:00:00+00:00,96,28,10,5,1,1,0,5,0,52,0
2023-05-10 05:10:00+00:00,105,15,10,5,0,4,0,1,7,59,1
2023-05-10 05:20:00+00:00,92,23,12,4,1,2,0,4,4,45,0
2023-05-10 05:30:00+00:00,104,32,14,1,0,0,0,3,3,63,1
2023-05-10 05:40:00+00:00,136,33,13,2,0,1,0,3,5,55,0
2023-05-10 05:50:00+00:00,131,35,14,1,0,0,1,1,7,66,2
2023-05-10 06:00:00+00:00,128,39,23,1,0,0,1,3,9,68,0
2023-05-10 06:10:00+00:00,137,33,15,1,0,0,0,2,11,67,0
2023-05-10 06:20:00+00:00,152,30,14,3,0,0,0,6,3,82,1
2023-05-10 06:30:00+00:00,137,24,23,1,0,0,0,2,4,65,0
2023-05-10 06:40:00+00:00,144,27,19,3,1,0,0,2,8,70,0
2023-05-10 06:50:00+00:00,111,41,15,1,0,0,0,2,5,60,1
2023-05-10 07:00:00+00:00,125,37,16,1,0,0,0,4,9,40,1
2023-05-10 07:10:00+00:00,120,30,18,3,0,0,0,3,5,56,0
2023-05-10 07:20:00+00:00,111,41,16,3,0,2,0,4,6,37,0
